profit,poids,Nombre génération,Nombre population,Nombre meilleur solution sélectionnée,Probabilité crossover,Probabilité mutation,Items sélectionnés,Type population initiale
925,939,"2,46,53,90",280,10,3,0.5,0.3,MEDIUM,4.568781137466431
970,970,"2,4,13",270,150,45,0.5,0.3,HIGH,3.76094126701355
970,970,"19,12",280,10,3,0.5,0.3,LOW,4.525895595550537
970,970,"3,52,75",270,150,45,0.5,0.3,MEDIUM,3.5564863681793213
970,970,4,270,150,45,0.5,0.3,LOW,3.871640920639038
970,970,"2,75,44,53",270,140,42,0.5,0.3,HIGH,3.9843437671661377
970,970,"2,75,53,22,55",270,140,42,0.5,0.3,MEDIUM,3.929490566253662
925,939,"6,84",270,140,42,0.5,0.3,LOW,3.944450616836548
925,939,"2,84,48",270,130,39,0.5,0.3,HIGH,4.113997220993042
970,970,"11,12",270,130,39,0.5,0.3,MEDIUM,4.178823709487915
970,970,4,270,130,39,0.5,0.3,LOW,4.577757120132446
887,943,"39,75,77,22,90,96",270,120,36,0.5,0.3,LOW,4.345378875732422
970,970,"2,13",270,120,36,0.5,0.3,HIGH,5.288855314254761
925,939,"2,35,13,52",270,120,36,0.5,0.3,MEDIUM,5.167181015014648
970,970,"75,13,53,92",270,110,33,0.5,0.3,HIGH,4.403224229812622
887,943,"35,13,53,90,59,92",270,110,33,0.5,0.3,MEDIUM,4.460072040557861
925,939,"2,39,53,22,92",270,110,33,0.5,0.3,LOW,5.157207489013672
925,939,"35,28,32",270,100,30,0.5,0.3,HIGH,5.1382575035095215
970,970,"52,4,13",270,100,30,0.5,0.3,MEDIUM,4.680482387542725
970,970,"99,92",270,100,30,0.5,0.3,LOW,4.741319417953491
970,970,"19,75,92,77",270,90,27,0.5,0.3,HIGH,4.771239519119263
970,970,"2,28,46",270,90,27,0.5,0.3,MEDIUM,4.712396860122681
887,943,"34,35,36",270,90,27,0.5,0.3,LOW,4.736333608627319
970,970,"1,32",270,80,24,0.5,0.3,HIGH,4.865986347198486
970,970,"34,53,2",270,80,24,0.5,0.3,MEDIUM,5.139306545257568
970,970,"75,13,45",270,80,24,0.5,0.3,LOW,5.422548770904541
970,970,"2,68,52",270,70,21,0.5,0.3,HIGH,5.4444897174835205
970,970,"2,4,77,22",270,70,21,0.5,0.3,MEDIUM,5.457455158233643
970,970,"2,68,22",270,70,21,0.5,0.3,LOW,5.430527210235596
970,970,"75,77,54",270,60,18,0.5,0.3,HIGH,5.516297817230225
970,970,"19,13,77",270,60,18,0.5,0.3,MEDIUM,5.521407604217529
925,939,"13,39,31",270,60,18,0.5,0.3,LOW,5.685917377471924
925,939,"2,39,77,46,82",270,50,15,0.5,0.3,HIGH,5.746754884719849
970,970,"34,53,75,77",270,50,15,0.5,0.3,MEDIUM,5.639039039611816
970,970,"12,85",270,40,12,0.5,0.3,HIGH,5.646023511886597
925,939,"90,92,68,77",270,50,15,0.5,0.3,LOW,5.830530166625977
970,970,4,270,40,12,0.5,0.3,MEDIUM,6.041965007781982
887,943,"75,46,52,53,59,96",270,40,12,0.5,0.3,LOW,5.769569635391235
925,939,"39,75,76,77,53",270,30,9,0.5,0.3,HIGH,6.291174411773682
925,939,"74,2,39",270,30,9,0.5,0.3,LOW,5.829487085342407
887,943,"39,72,75,22,55",270,20,6,0.5,0.3,HIGH,5.832478761672974
970,970,"1,45",270,30,9,0.5,0.3,MEDIUM,6.333245754241943
925,939,"74,2,84",270,20,6,0.5,0.3,MEDIUM,6.429986953735352
887,943,"65,12,13,84,90",270,20,6,0.5,0.3,LOW,6.390094041824341
970,970,"11,13,75",270,10,3,0.5,0.3,HIGH,5.946281433105469
970,970,"2,76,53,77",270,10,3,0.5,0.3,MEDIUM,5.850538015365601
970,970,"75,77,52,53,55",260,150,45,0.5,0.3,HIGH,4.635709047317505
925,939,"90,75,85,61",260,150,45,0.5,0.3,MEDIUM,4.499964714050293
970,970,"3,92,53",260,150,45,0.5,0.3,LOW,4.428155899047852
970,970,"11,63",270,10,3,0.5,0.3,LOW,5.794609308242798
970,970,"45,53,48",260,140,42,0.5,0.3,HIGH,4.470045328140259
970,970,"77,6",260,140,42,0.5,0.3,MEDIUM,4.514925241470337
970,970,"82,75,60",260,140,42,0.5,0.3,LOW,4.797260046005249
925,939,"90,53,54",260,130,39,0.5,0.3,HIGH,4.616657733917236
887,943,"58,59,68,75",260,130,39,0.5,0.3,MEDIUM,4.858609676361084
970,970,4,260,130,39,0.5,0.3,LOW,4.648770570755005
970,970,"19,53,13",260,120,36,0.5,0.3,HIGH,4.898961544036865
970,970,"75,53,83",260,120,36,0.5,0.3,MEDIUM,4.912774562835693
970,970,"46,85",260,120,36,0.5,0.3,LOW,4.555373430252075
925,939,"4,77,82,84",260,110,33,0.5,0.3,HIGH,4.869256019592285
887,943,"39,75,22,27,32",260,110,33,0.5,0.3,MEDIUM,4.708825349807739
925,939,"90,22,12,46",260,110,33,0.5,0.3,LOW,4.933625221252441
970,970,"99,77,75",260,100,30,0.5,0.3,HIGH,4.825315713882446
970,970,"13,77,92,63",260,100,30,0.5,0.3,MEDIUM,4.8857080936431885
925,939,"2,35,12,13",260,100,30,0.5,0.3,LOW,5.049860954284668
925,939,"39,75,12,77,92",260,90,27,0.5,0.3,HIGH,5.055203437805176
970,970,"2,75,13,32",260,90,27,0.5,0.3,MEDIUM,4.808224201202393
970,970,"75,12,48",260,90,27,0.5,0.3,LOW,4.901918888092041
970,970,"12,75,4",260,80,24,0.5,0.3,HIGH,5.026660680770874
925,939,"22,90,75,76",260,80,24,0.5,0.3,MEDIUM,4.861103057861328
970,970,"53,95",260,80,24,0.5,0.3,LOW,5.139096260070801
970,970,"82,4,52",260,70,21,0.5,0.3,MEDIUM,4.7906494140625
970,970,"2,4,46",260,70,21,0.5,0.3,HIGH,4.92828106880188
887,943,"55,78,46,39",260,70,21,0.5,0.3,LOW,4.685105800628662
970,970,"2,77,53,60",260,60,18,0.5,0.3,HIGH,5.101188898086548
970,970,"46,92,61",260,60,18,0.5,0.3,LOW,5.1581268310546875
970,970,"92,28,46",260,60,18,0.5,0.3,MEDIUM,5.1830596923828125
925,939,"99,53,39",260,50,15,0.5,0.3,HIGH,5.064356088638306
887,943,"77,48,84,53,87",260,50,15,0.5,0.3,MEDIUM,4.622473955154419
887,943,"35,13,52,22,27",260,50,15,0.5,0.3,LOW,4.651396751403809
925,939,"2,11,35,75",260,40,12,0.5,0.3,HIGH,4.467542409896851
970,970,"2,4,13",260,40,12,0.5,0.3,MEDIUM,4.478403568267822
970,970,"52,22,55,92",260,30,9,0.5,0.3,HIGH,4.416403770446777
925,939,"35,75,45,77,52,53",260,40,12,0.5,0.3,LOW,4.471257209777832
970,970,"75,61,55",260,30,9,0.5,0.3,MEDIUM,4.354518890380859
970,970,"60,12",260,30,9,0.5,0.3,LOW,4.389425277709961
887,943,"2,35,36,13,92",260,20,6,0.5,0.3,HIGH,4.472235679626465
970,970,"60,92,53,77",260,20,6,0.5,0.3,MEDIUM,4.3667309284210205
887,943,"81,2,4",260,20,6,0.5,0.3,LOW,4.09337592124939
970,970,"82,2,77,55",260,10,3,0.5,0.3,HIGH,4.016581773757935
925,939,"94,39",250,150,45,0.5,0.3,HIGH,3.055075168609619
970,970,"75,53,46",260,10,3,0.5,0.3,MEDIUM,4.016581296920776
970,970,"83,77",250,150,45,0.5,0.3,MEDIUM,3.2904722690582275
887,943,"2,39,77,45,84,58",260,10,3,0.5,0.3,LOW,3.9467480182647705
925,939,"82,84,53,52",250,150,45,0.5,0.3,LOW,3.207289934158325
970,970,"2,19,22",250,140,42,0.5,0.3,HIGH,3.1414661407470703
925,939,"2,75,84,53,28",250,140,42,0.5,0.3,MEDIUM,3.185401678085327
970,970,"28,53,63",250,130,39,0.5,0.3,HIGH,3.2422492504119873
925,939,"2,13,77,82,84",250,140,42,0.5,0.3,LOW,3.2901217937469482
970,970,"75,46,53,22,85",250,130,39,0.5,0.3,MEDIUM,3.3379311561584473
970,970,"2,54",250,130,39,0.5,0.3,LOW,3.3778271675109863
970,970,"75,12,13,22",250,120,36,0.5,0.3,HIGH,3.207474946975708
970,970,"2,52,22,63",250,120,36,0.5,0.3,MEDIUM,3.045907497406006
970,970,"2,75,13,32",250,120,36,0.5,0.3,LOW,3.21744441986084
970,970,"4,61",250,110,33,0.5,0.3,HIGH,3.1885221004486084
970,970,"82,52,61",250,110,33,0.5,0.3,MEDIUM,3.263320207595825
925,939,"77,82,85,90,92",250,110,33,0.5,0.3,LOW,3.1596460342407227
970,970,"34,2,75",250,100,30,0.5,0.3,HIGH,3.481785297393799
970,970,"74,75,22",250,100,30,0.5,0.3,MEDIUM,3.381275177001953
970,970,"82,3",250,100,30,0.5,0.3,LOW,3.3563406467437744
887,943,"35,4,50,90,92",250,90,27,0.5,0.3,MEDIUM,3.211679458618164
925,939,"82,35,4,77",250,90,27,0.5,0.3,HIGH,3.6106116771698
970,970,"2,13,61",250,90,27,0.5,0.3,LOW,3.604628562927246
970,970,"92,12,13,77",250,80,24,0.5,0.3,HIGH,3.558703660964966
925,939,"60,13,39",250,80,24,0.5,0.3,MEDIUM,3.530778646469116
970,970,"75,46,52,53,85",250,80,24,0.5,0.3,LOW,3.346207618713379
925,939,"45,39,61",250,70,21,0.5,0.3,HIGH,3.567776679992676
925,939,"2,39,53,22,32",250,70,21,0.5,0.3,MEDIUM,3.699507236480713
887,943,"4,75,84,90,59",250,70,21,0.5,0.3,LOW,3.692525625228882
970,970,"1,12",250,60,18,0.5,0.3,HIGH,3.7305748462677
887,943,"65,35,75,13,82",250,60,18,0.5,0.3,MEDIUM,3.785428047180176
887,943,"52,59,61,96",250,60,18,0.5,0.3,LOW,3.9071028232574463
970,970,"3,46",250,50,15,0.5,0.3,HIGH,4.255242586135864
925,939,"2,39,75,19",250,50,15,0.5,0.3,MEDIUM,4.110554456710815
970,970,"3,13",250,50,15,0.5,0.3,LOW,4.360117435455322
970,970,"2,44",250,40,12,0.5,0.3,HIGH,4.504706621170044
925,939,"1,75,84",250,40,12,0.5,0.3,MEDIUM,4.545445680618286
887,943,"2,39,12,50,53,90",250,40,12,0.5,0.3,LOW,4.450699329376221
970,970,"2,12,32",250,30,9,0.5,0.3,HIGH,4.39385199546814
925,939,"76,84,85",250,30,9,0.5,0.3,MEDIUM,4.4354143142700195
925,939,"52,84,44,77",250,30,9,0.5,0.3,LOW,4.640746355056763
970,970,"12,31",250,20,6,0.5,0.3,HIGH,4.645691156387329
970,970,"11,45",250,20,6,0.5,0.3,MEDIUM,4.624868154525757
887,943,"65,74,96",250,20,6,0.5,0.3,LOW,4.591019868850708
925,939,"77,84,54",250,10,3,0.5,0.3,HIGH,4.894208908081055
970,970,"4,85,22",250,10,3,0.5,0.3,MEDIUM,4.798580169677734
970,970,"2,75,53,22,32",240,150,45,0.5,0.3,HIGH,3.607961416244507
970,970,"2,13,22",250,10,3,0.5,0.3,LOW,4.672084093093872
970,970,"74,92,77",240,150,45,0.5,0.3,MEDIUM,3.6068222522735596
970,970,"2,92,12",240,150,45,0.5,0.3,LOW,3.581416368484497
970,970,"82,3",240,140,42,0.5,0.3,HIGH,3.5923264026641846
970,970,"77,63",240,140,42,0.5,0.3,MEDIUM,3.6163170337677
970,970,"82,76,77",240,140,42,0.5,0.3,LOW,3.7189242839813232
970,970,4,240,130,39,0.5,0.3,HIGH,3.7070562839508057
970,970,"1,2",240,130,39,0.5,0.3,MEDIUM,3.684117555618286
970,970,4,240,130,39,0.5,0.3,LOW,3.6351191997528076
970,970,"75,85,32",240,120,36,0.5,0.3,HIGH,3.569671869277954
970,970,"2,54",240,120,36,0.5,0.3,MEDIUM,3.570669412612915
970,970,"12,13",240,120,36,0.5,0.3,LOW,3.4888346195220947
925,939,"84,60,75,92",240,110,33,0.5,0.3,HIGH,3.454055070877075
970,970,"75,77,32,85",240,110,33,0.5,0.3,MEDIUM,3.3162572383880615
970,970,"22,12,45",240,110,33,0.5,0.3,LOW,3.615457057952881
970,970,"68,52,77",240,100,30,0.5,0.3,HIGH,4.07243013381958
970,970,"2,13,85,22",240,100,30,0.5,0.3,MEDIUM,3.9308090209960938
925,939,"2,35,12,85",240,100,30,0.5,0.3,LOW,4.022350549697876
887,943,"55,82,90,87",240,90,27,0.5,0.3,HIGH,4.0034403800964355
970,970,"4,77,32",240,90,27,0.5,0.3,MEDIUM,3.8916609287261963
925,939,"74,35,92",240,90,27,0.5,0.3,LOW,3.809879779815674
970,970,"2,54",240,80,24,0.5,0.3,HIGH,3.7831668853759766
925,939,"1,2,39,77",240,80,24,0.5,0.3,MEDIUM,3.3620986938476562
925,939,"35,13,45,52",240,80,24,0.5,0.3,LOW,3.329251289367676
970,970,"52,13",240,70,21,0.5,0.3,HIGH,3.3374428749084473
970,970,"2,12,22",240,70,21,0.5,0.3,MEDIUM,3.416266679763794
970,970,"75,12,53,32",240,70,21,0.5,0.3,LOW,3.336432456970215
970,970,"2,19",240,60,18,0.5,0.3,HIGH,3.1479358673095703
970,970,"34,13",240,60,18,0.5,0.3,MEDIUM,3.357161045074463
925,939,"39,75,77,45,82",240,60,18,0.5,0.3,LOW,3.564767837524414
970,970,28,240,50,15,0.5,0.3,HIGH,3.6584503650665283
970,970,"2,54",240,50,15,0.5,0.3,MEDIUM,3.630586624145508
887,943,"82,50,52,22,59",240,50,15,0.5,0.3,LOW,3.6218175888061523
970,970,"2,22,31",240,40,12,0.5,0.3,HIGH,3.6199238300323486
925,939,"39,74,22",240,40,12,0.5,0.3,MEDIUM,3.6468522548675537
970,970,"63,85,13",240,40,12,0.5,0.3,LOW,3.686530828475952
970,970,"77,53,61,85",240,30,9,0.5,0.3,HIGH,3.676443338394165
970,970,"75,77,52,53,61",240,30,9,0.5,0.3,MEDIUM,3.518864393234253
925,939,"34,35,92",240,30,9,0.5,0.3,LOW,3.5207979679107666
970,970,"2,54",240,20,6,0.5,0.3,HIGH,3.6970465183258057
887,943,"12,50,84,53,22,90",240,20,6,0.5,0.3,MEDIUM,3.663128137588501
887,943,"90,77,52,87,32",240,20,6,0.5,0.3,LOW,3.5683810710906982
970,970,"92,54",240,10,3,0.5,0.3,HIGH,3.5656521320343018
970,970,"2,75,79",230,150,45,0.5,0.3,HIGH,2.6839630603790283
925,939,"12,13,22,90",240,10,3,0.5,0.3,MEDIUM,3.6045451164245605
970,970,"2,3,75",240,10,3,0.5,0.3,LOW,3.5865933895111084
925,939,"76,84,53,92",230,150,45,0.5,0.3,MEDIUM,2.783787488937378
970,970,"77,63,48",230,150,45,0.5,0.3,LOW,2.8606228828430176
970,970,"22,92,60",230,140,42,0.5,0.3,HIGH,2.894533634185791
970,970,24,230,140,42,0.5,0.3,MEDIUM,2.9826202392578125
970,970,"1,12",230,140,42,0.5,0.3,LOW,2.7432618141174316
970,970,"2,61,77",230,130,39,0.5,0.3,HIGH,2.97370982170105
970,970,"92,54",230,130,39,0.5,0.3,MEDIUM,2.9647367000579834
970,970,"2,19,22",230,130,39,0.5,0.3,LOW,2.7941415309906006
970,970,"4,53,55",230,120,36,0.5,0.3,HIGH,3.0154173374176025
970,970,"3,53,22",230,120,36,0.5,0.3,MEDIUM,3.1540462970733643
970,970,"45,22,32",230,110,33,0.5,0.3,HIGH,3.2674617767333984
970,970,"2,92,12,22",230,120,36,0.5,0.3,LOW,3.4988436698913574
970,970,"2,68,52",230,110,33,0.5,0.3,LOW,3.350172281265259
970,970,"44,32",230,100,30,0.5,0.3,HIGH,3.4598801136016846
970,970,"1,2,22",230,110,33,0.5,0.3,MEDIUM,3.682283878326416
970,970,"11,77,13",230,100,30,0.5,0.3,MEDIUM,3.667325496673584
970,970,"2,4,13",230,100,30,0.5,0.3,LOW,3.588536262512207
970,970,"34,52,77",230,90,27,0.5,0.3,HIGH,3.33424973487854
925,939,"75,46,84,53,63",230,90,27,0.5,0.3,MEDIUM,3.2195560932159424
925,939,"77,82,52,90,92",230,90,27,0.5,0.3,LOW,3.5895895957946777
970,970,"97,75",230,80,24,0.5,0.3,HIGH,3.6853325366973877
925,939,"2,35,34",230,80,24,0.5,0.3,MEDIUM,3.5556795597076416
925,939,"35,75,12,77,82",230,80,24,0.5,0.3,LOW,3.6655240058898926
925,939,"2,39,22,28",230,70,21,0.5,0.3,HIGH,3.7575085163116455
925,939,"13,77,84,53,63",230,70,21,0.5,0.3,MEDIUM,3.6682627201080322
970,970,"3,13",230,70,21,0.5,0.3,LOW,3.7322330474853516
925,939,"52,84,92,85",230,60,18,0.5,0.3,HIGH,3.4356870651245117
887,943,"35,12,85,90,96",230,60,18,0.5,0.3,LOW,3.5314319133758545
970,970,"76,53,22,77",230,60,18,0.5,0.3,MEDIUM,3.535421371459961
925,939,"35,12,13,22",230,50,15,0.5,0.3,HIGH,3.404632091522217
970,970,"2,21",230,50,15,0.5,0.3,MEDIUM,3.499149799346924
970,970,"1,2,75,53",230,50,15,0.5,0.3,LOW,3.376781940460205
887,943,"35,4,39,52,59",230,40,12,0.5,0.3,HIGH,3.7529032230377197
970,970,"13,55",230,40,12,0.5,0.3,MEDIUM,3.7950656414031982
970,970,"13,22",230,40,12,0.5,0.3,LOW,3.840294361114502
970,970,"3,53,75,77",230,30,9,0.5,0.3,HIGH,3.884178638458252
887,943,"75,52,92,62",230,30,9,0.5,0.3,MEDIUM,3.918252944946289
970,970,"4,75,45",230,30,9,0.5,0.3,LOW,3.751697301864624
925,939,"92,35,12,46",230,20,6,0.5,0.3,HIGH,3.713900566101074
970,970,"2,77,46,63",230,20,6,0.5,0.3,MEDIUM,3.6965231895446777
970,970,"77,48,52,22",230,20,6,0.5,0.3,LOW,3.7535459995269775
970,970,"12,22",230,10,3,0.5,0.3,HIGH,3.8499863147735596
970,970,"92,2,75,28",230,10,3,0.5,0.3,MEDIUM,3.934760570526123
970,970,4,220,150,45,0.5,0.3,HIGH,2.989166736602783
970,970,"13,77,92,32",230,10,3,0.5,0.3,LOW,3.9057161808013916
970,970,"99,77,53",220,150,45,0.5,0.3,MEDIUM,2.964184522628784
970,970,"97,77",220,150,45,0.5,0.3,LOW,2.985283374786377
925,939,"2,35,48,22",220,140,42,0.5,0.3,HIGH,2.967158079147339
970,970,"2,13",220,140,42,0.5,0.3,MEDIUM,2.9323253631591797
970,970,"13,79",220,140,42,0.5,0.3,LOW,2.9423608779907227
970,970,"3,77,22",220,130,39,0.5,0.3,HIGH,2.9460160732269287
970,970,"45,77,53,22,92",220,130,39,0.5,0.3,MEDIUM,2.926069498062134
887,943,"65,3,96",220,130,39,0.5,0.3,LOW,2.8881709575653076
970,970,"2,99",220,120,36,0.5,0.3,HIGH,2.931056261062622
970,970,"82,13,46,77",220,120,36,0.5,0.3,MEDIUM,2.76849102973938
887,943,"2,39,13,22,27",220,120,36,0.5,0.3,LOW,2.7153658866882324
970,970,"44,12",220,110,33,0.5,0.3,HIGH,2.691876173019409
970,970,"13,22,48",220,110,33,0.5,0.3,MEDIUM,2.714550018310547
925,939,"90,75,54",220,110,33,0.5,0.3,LOW,2.789348840713501
970,970,"13,32",220,100,30,0.5,0.3,HIGH,2.7195353507995605
970,970,"2,21",220,100,30,0.5,0.3,MEDIUM,2.469205141067505
970,970,"53,79",220,100,30,0.5,0.3,LOW,2.6996712684631348
970,970,"1,2",220,90,27,0.5,0.3,HIGH,2.4993491172790527
925,939,"90,75,77,52,85",220,90,27,0.5,0.3,MEDIUM,2.5357425212860107
970,970,"2,45,63",220,90,27,0.5,0.3,LOW,2.5503175258636475
887,943,"4,39,50,90,92",220,80,24,0.5,0.3,MEDIUM,2.275054693222046
970,970,4,220,80,24,0.5,0.3,HIGH,2.575251817703247
970,970,"1,12",220,80,24,0.5,0.3,LOW,2.3179399967193604
970,970,"75,28,45",220,70,21,0.5,0.3,MEDIUM,2.302724599838257
925,939,"90,92,79",220,70,21,0.5,0.3,HIGH,2.5909526348114014
925,939,"4,75,77,90",220,70,21,0.5,0.3,LOW,2.459306240081787
925,939,"84,92,28",220,60,18,0.5,0.3,HIGH,2.3156328201293945
925,939,"4,90,92,2",220,60,18,0.5,0.3,MEDIUM,2.599872350692749
925,939,"35,75,76,53",220,60,18,0.5,0.3,LOW,2.627798318862915
970,970,"92,85,61",220,50,15,0.5,0.3,HIGH,2.8073174953460693
925,939,"74,92,39",220,50,15,0.5,0.3,MEDIUM,2.6060311794281006
970,970,"12,31",220,50,15,0.5,0.3,LOW,2.496323585510254
970,970,"2,12,32",220,40,12,0.5,0.3,HIGH,2.559155225753784
925,939,"2,35,45,77",220,40,12,0.5,0.3,MEDIUM,2.765604019165039
970,970,"4,13,22",220,40,12,0.5,0.3,LOW,2.712745189666748
925,939,"63,28,39",220,30,9,0.5,0.3,HIGH,2.409555673599243
887,943,"35,39,46,82,53,96",220,30,9,0.5,0.3,MEDIUM,2.580105781555176
970,970,"61,48",220,20,6,0.5,0.3,HIGH,2.6090946197509766
925,939,"3,22,90",220,30,9,0.5,0.3,LOW,2.711819887161255
970,970,"2,60,22",220,20,6,0.5,0.3,MEDIUM,2.738748788833618
925,939,"61,39,32",220,20,6,0.5,0.3,LOW,2.697856903076172
887,943,"2,35,75,82,53,90,96",220,10,3,0.5,0.3,MEDIUM,2.6290416717529297
970,970,"13,22",220,10,3,0.5,0.3,HIGH,2.802576780319214
970,970,"2,99",220,10,3,0.5,0.3,LOW,2.8484551906585693
970,970,"99,77,53",210,150,45,0.5,0.3,HIGH,2.1392784118652344
970,970,"92,46",210,150,45,0.5,0.3,LOW,1.8051719665527344
970,970,"34,75,53",210,150,45,0.5,0.3,MEDIUM,2.136286735534668
970,970,"1,2,22",210,140,42,0.5,0.3,HIGH,2.2341456413269043
887,943,"77,45,22,8",210,140,42,0.5,0.3,LOW,2.0766026973724365
887,943,"36,39,77,52,32",210,140,42,0.5,0.3,MEDIUM,2.2720794677734375
887,943,"2,71,13",210,130,39,0.5,0.3,HIGH,2.0656306743621826
970,970,"2,28,13",210,130,39,0.5,0.3,MEDIUM,2.299006223678589
925,939,"39,75,52,22,32",210,120,36,0.5,0.3,HIGH,2.2381699085235596
970,970,"82,2,13",210,130,39,0.5,0.3,LOW,2.2830495834350586
970,970,"2,75,22",210,120,36,0.5,0.3,MEDIUM,2.1891791820526123
970,970,"2,75,13,82,53",210,120,36,0.5,0.3,LOW,2.213123321533203
925,939,"2,84,79",210,110,33,0.5,0.3,HIGH,2.199159622192383
970,970,"75,13,77",210,110,33,0.5,0.3,MEDIUM,2.306872606277466
925,939,"90,92,85,63",210,100,30,0.5,0.3,HIGH,2.217111825942993
970,970,"2,63,32",210,110,33,0.5,0.3,LOW,2.348761796951294
970,970,"2,92,68",210,100,30,0.5,0.3,MEDIUM,2.474423408508301
970,970,"46,45,13",210,100,30,0.5,0.3,LOW,2.494371175765991
970,970,"1,12",210,90,27,0.5,0.3,HIGH,2.2479875087738037
970,970,"2,13,22,77",210,90,27,0.5,0.3,MEDIUM,2.4065659046173096
887,943,"68,77,58,96",210,90,27,0.5,0.3,LOW,2.4913370609283447
887,943,"90,27,60,77",210,80,24,0.5,0.3,HIGH,2.4135448932647705
970,970,61,210,80,24,0.5,0.3,MEDIUM,2.380631923675537
970,970,"75,13,22,92",210,80,24,0.5,0.3,LOW,2.385619640350342
925,939,"11,46,39",210,70,21,0.5,0.3,HIGH,2.4155402183532715
970,970,"1,2,22",210,70,21,0.5,0.3,MEDIUM,2.6439292430877686
887,943,"75,84,85,90,59",210,70,21,0.5,0.3,LOW,2.5072944164276123
925,939,"76,77,84,92",210,60,18,0.5,0.3,HIGH,2.7027714252471924
925,939,"2,39,75,22,32",210,60,18,0.5,0.3,MEDIUM,2.72571063041687
970,970,"45,22,32",210,60,18,0.5,0.3,LOW,2.686814546585083
970,970,"2,75,44,77",210,50,15,0.5,0.3,HIGH,2.7416675090789795
925,939,"1,90,46",210,50,15,0.5,0.3,MEDIUM,2.9042327404022217
925,939,"2,4,39",210,40,12,0.5,0.3,HIGH,2.875309944152832
970,970,"1,12",210,50,15,0.5,0.3,LOW,2.916200637817383
925,939,"35,75,13,77,32",210,40,12,0.5,0.3,MEDIUM,2.975043535232544
925,939,"75,76,22,90",210,40,12,0.5,0.3,LOW,3.0029685497283936
925,939,"84,55,75,77,46",210,30,9,0.5,0.3,HIGH,3.0498435497283936
970,970,"77,22,79",210,30,9,0.5,0.3,MEDIUM,2.936147451400757
970,970,"34,13",210,30,9,0.5,0.3,LOW,3.0059611797332764
925,939,"35,77,31",210,20,6,0.5,0.3,MEDIUM,2.9580881595611572
970,970,"19,12",210,20,6,0.5,0.3,HIGH,3.0648040771484375
970,970,"83,22",210,20,6,0.5,0.3,LOW,2.6818273067474365
925,939,"35,63,48",210,10,3,0.5,0.3,HIGH,2.8922641277313232
887,943,"82,35,52,72,75,77",210,10,3,0.5,0.3,MEDIUM,2.9630753993988037
887,943,"65,35,46,52,84,22",210,10,3,0.5,0.3,LOW,2.878303050994873
925,939,"2,13,39,53",200,150,45,0.5,0.3,HIGH,1.9747178554534912
970,970,4,200,150,45,0.5,0.3,LOW,1.8291075229644775
970,970,"68,12",200,150,45,0.5,0.3,MEDIUM,2.0674705505371094
887,943,"46,84,90,63,58",200,140,42,0.5,0.3,HIGH,1.9627513885498047
970,970,"2,85",200,140,42,0.5,0.3,MEDIUM,2.1382827758789062
970,970,"2,4,46",200,130,39,0.5,0.3,MEDIUM,2.0345585346221924
925,939,"4,75,85,35",200,140,42,0.5,0.3,LOW,2.084425210952759
970,970,"4,61",200,130,39,0.5,0.3,HIGH,2.3088247776031494
970,970,"2,12,55",200,130,39,0.5,0.3,LOW,2.1253154277801514
970,970,"2,12,77,85",200,120,36,0.5,0.3,HIGH,2.091407537460327
970,970,"3,13",200,120,36,0.5,0.3,MEDIUM,2.0674705505371094
887,943,"22,39,58,12",200,110,33,0.5,0.3,MEDIUM,2.082430124282837
970,970,4,200,120,36,0.5,0.3,LOW,2.190141439437866
970,970,"2,4,13",200,110,33,0.5,0.3,HIGH,2.2021114826202393
925,939,"22,45,46,39",200,110,33,0.5,0.3,LOW,2.095395088195801
970,970,"46,85,63",200,100,30,0.5,0.3,HIGH,2.1253154277801514
970,970,"19,32",200,100,30,0.5,0.3,MEDIUM,2.2569634914398193
925,939,"84,68,13",200,100,30,0.5,0.3,LOW,2.3197948932647705
925,939,"2,19,53,39",200,90,27,0.5,0.3,MEDIUM,2.063481092453003
970,970,"2,99",200,90,27,0.5,0.3,LOW,2.1821632385253906
887,943,"19,27,53,39",200,90,27,0.5,0.3,HIGH,2.368666172027588
970,970,"3,75,92",200,80,24,0.5,0.3,HIGH,2.3955934047698975
970,970,"75,95",200,80,24,0.5,0.3,MEDIUM,2.373652935028076
970,970,"52,53,22,28",200,80,24,0.5,0.3,LOW,2.154237985610962
887,943,"39,90,79,96",200,70,21,0.5,0.3,HIGH,2.220062732696533
970,970,"2,75,13,53,85",200,70,21,0.5,0.3,LOW,2.1402764320373535
887,943,"75,12,84,22,27",200,70,21,0.5,0.3,MEDIUM,2.3477225303649902
970,970,"1,22",200,60,18,0.5,0.3,HIGH,2.074450969696045
970,970,"2,11,22",200,60,18,0.5,0.3,MEDIUM,2.4644086360931396
925,939,"77,48,82,90",200,60,18,0.5,0.3,LOW,2.263944387435913
887,943,"65,2,39,48,90",200,50,15,0.5,0.3,HIGH,2.6050331592559814
887,943,"90,12,13,84,58",200,50,15,0.5,0.3,MEDIUM,2.225050210952759
925,939,"34,39,77,53",200,40,12,0.5,0.3,HIGH,2.313811779022217
925,939,"2,84,76,53",200,40,12,0.5,0.3,MEDIUM,2.291872024536133
970,970,"82,79",200,50,15,0.5,0.3,LOW,2.4484522342681885
970,970,"4,53,85",200,40,12,0.5,0.3,LOW,2.4135451316833496
970,970,"34,75,92",200,30,9,0.5,0.3,HIGH,2.462414026260376
