PROFIT,WEIGHT,ITEMS,NB_GENERATION,NB_POPULATION,NB_BEST,PROBA_CROSSOVER,PROBA_MUTATION,TYPE_INIT_POP,TIME_EXECUTION
4469,4497,"99,742,902,809,845,762,672",260,35,400,0.3,0.4,HIGH,0.04088997840881348
970,970,816,260,35,400,0.3,0.4,LOW,0.03390955924987793
970,970,577,260,35,400,0.3,0.5,LOW,0.036900997161865234
2238,2266,"424,811,789,470,887,762,954",260,35,400,0.3,0.4,MEDIUM,0.039893150329589844
4469,4497,"482,171,945,338,113,443,629,566,507",260,35,400,0.3,0.3,HIGH,0.03894472122192383
2200,2270,"659,548,534,500",260,35,400,0.3,0.3,MEDIUM,0.039942026138305664
4355,4509,"228,549,617,685,81,659,438,791,762,635",260,35,400,0.3,0.2,HIGH,0.040938615798950195
970,970,672,260,35,400,0.3,0.2,LOW,0.03595137596130371
970,970,735,260,35,400,0.3,0.3,LOW,0.04592633247375488
2231,2231,"465,530,867",260,35,400,0.3,0.2,MEDIUM,0.03894543647766113
4206,4346,"838,171,465,374,250,443,350,382",260,35,400,0.3,0.1,HIGH,0.04089021682739258
2200,2270,"36,676,436,253,572,893",260,35,400,0.3,0.1,MEDIUM,0.03889608383178711
970,970,437,260,35,400,0.3,0.1,LOW,0.03490638732910156
4303,4443,"201,138,12,204,339,214,695",260,35,400,0.2,1.0,HIGH,0.03989267349243164
970,970,17,260,35,400,0.2,1.0,LOW,0.0359036922454834
2103,2173,"657,795,212,160",260,35,400,0.2,1.0,MEDIUM,0.04089045524597168
970,970,772,260,35,400,0.2,0.9,LOW,0.0359041690826416
2162,2274,"353,593,713",260,35,400,0.2,0.9,MEDIUM,0.039893150329589844
4424,4466,"838,849,146,371,820,85,695",260,35,400,0.2,0.9,HIGH,0.04488039016723633
4362,4544,"419,742,139,940,81,786,695,347,540,287",260,35,400,0.2,0.8,HIGH,0.04188704490661621
970,970,309,260,35,400,0.2,0.8,LOW,0.03490638732910156
2200,2270,"585,42,381",260,35,400,0.2,0.8,MEDIUM,0.039893388748168945
2193,2235,"391,685,785,850,500,119,601,608",260,35,400,0.2,0.7,MEDIUM,0.038895606994628906
4400,4540,"230,488,938,430,849,17,279,670",260,35,400,0.2,0.7,HIGH,0.042885541915893555
970,970,991,260,35,400,0.2,0.7,LOW,0.0359041690826416
4386,4470,"418,651,940,368,593,724,182,858",260,35,400,0.2,0.6,HIGH,0.03989291191101074
2231,2231,"516,405,424",260,35,400,0.2,0.6,MEDIUM,0.03889632225036621
970,970,201,260,35,400,0.2,0.6,LOW,0.03989362716674805
4362,4544,"194,536,902,109,434,306,53,757,279,600,599",260,35,400,0.2,0.5,HIGH,0.04089021682739258
970,970,201,260,35,400,0.2,0.5,LOW,0.0359034538269043
2110,2208,"581,774,137,912,992",260,35,400,0.2,0.5,MEDIUM,0.03889656066894531
4372,4400,"995,740,612,678,647,393,12,177,762,635",260,35,400,0.2,0.4,HIGH,0.03989267349243164
2231,2231,"859,228,255,808",260,35,400,0.2,0.4,MEDIUM,0.038895606994628906
970,970,309,260,35,400,0.2,0.4,LOW,0.033908843994140625
4317,4513,"514,713,17,895,916,789,920,93,479",260,35,400,0.2,0.3,HIGH,0.04089021682739258
2110,2208,"611,550,838,768",260,35,400,0.2,0.3,MEDIUM,0.04188799858093262
873,873,646,260,35,400,0.2,0.3,LOW,0.03989362716674805
4348,4474,"964,876,140,46,175,912,753,372,413",260,35,400,0.2,0.2,HIGH,0.04089045524597168
2079,2247,"866,135,303,592,978,407",260,35,400,0.2,0.2,MEDIUM,0.039893150329589844
970,970,585,260,35,400,0.2,0.2,LOW,0.03789877891540527
4279,4517,"258,388,8,939,335,178,179,83,147,59,670",260,35,400,0.2,0.1,HIGH,0.04188799858093262
970,970,158,260,35,400,0.2,0.1,LOW,0.03390932083129883
4462,4462,"906,45,177,882,437,443,861,575,640",260,35,400,0.1,1.0,HIGH,0.04089069366455078
970,970,110,260,35,400,0.1,1.0,LOW,0.034906625747680664
2238,2266,"977,964,606,534",260,35,400,0.2,0.1,MEDIUM,0.047872066497802734
2231,2231,"581,319,808",260,35,400,0.1,1.0,MEDIUM,0.04089021682739258
4324,4548,"104,394,813,593,86,315,316",260,35,400,0.1,0.9,HIGH,0.04089093208312988
2110,2208,"609,198,742,311,795",260,35,400,0.1,0.9,MEDIUM,0.03889584541320801
873,873,242,260,35,400,0.1,0.9,LOW,0.03690075874328613
970,970,763,260,35,400,0.1,0.8,LOW,0.034906625747680664
2155,2239,"426,236,861,640",260,35,400,0.1,0.8,MEDIUM,0.039893150329589844
4265,4447,"1,513,355,995,171,14,175,400,369,562,22,154,256",260,35,400,0.1,0.7,HIGH,0.03889608383178711
970,970,842,260,35,400,0.1,0.7,LOW,0.034906864166259766
2148,2204,"71,405,662,797,448",260,35,400,0.1,0.7,MEDIUM,0.03889608383178711
4303,4443,"513,419,683,792,912,17,856,158,831",260,35,400,0.1,0.8,HIGH,0.05086469650268555
4424,4466,"870,744,362,492,912,341,502,991",260,35,400,0.1,0.6,HIGH,0.04089021682739258
2231,2231,"851,749,319",260,35,400,0.1,0.6,MEDIUM,0.03889608383178711
4286,4552,"1,834,490,972,879,817,371,120,90,379",260,35,400,0.1,0.5,HIGH,0.04089045524597168
970,970,158,260,35,400,0.1,0.5,LOW,0.0359039306640625
2231,2231,"505,369,401,433",260,35,400,0.1,0.5,MEDIUM,0.04089021682739258
970,970,692,260,35,400,0.1,0.6,LOW,0.0359036922454834
4424,4466,"36,453,934,653,751,432,147,500,598,571,512",260,35,400,0.1,0.4,HIGH,0.04288482666015625
2200,2270,"519,496,695,216,895",260,35,400,0.1,0.4,MEDIUM,0.04089021682739258
970,970,158,260,35,400,0.1,0.4,LOW,0.0359039306640625
970,970,713,260,35,400,0.1,0.3,LOW,0.0359041690826416
2238,2266,"19,628,437,727",260,35,400,0.1,0.3,MEDIUM,0.04188799858093262
4386,4470,"924,70,582,457,942,851,247,120,407,60",260,35,400,0.1,0.2,HIGH,0.039893150329589844
2231,2231,"104,938,943,565,606",260,35,400,0.1,0.2,MEDIUM,0.039893150329589844
970,970,234,260,35,400,0.1,0.2,LOW,0.03789854049682617
4386,4470,"900,613,104,810,846,692,858,827",260,35,400,0.1,0.1,HIGH,0.04089069366455078
4400,4540,"65,707,3,1000,555,941,79,625,721,403,310,797",260,35,400,0.1,0.3,HIGH,0.07479977607727051
2238,2266,"460,653,817,154,768",260,35,400,0.1,0.1,MEDIUM,0.03889584541320801
970,970,825,260,35,400,0.1,0.1,LOW,0.03889584541320801
4227,4451,"836,266,492,557,977,307,724,373,759,248,887,413",260,35,400,0.0,1.0,HIGH,0.04089021682739258
2162,2274,"242,116,743",260,35,400,0.0,1.0,MEDIUM,0.04288530349731445
873,873,285,260,35,400,0.0,1.0,LOW,0.0359039306640625
4272,4482,"71,208,755,280,152,701,510,800",260,35,400,0.0,0.9,HIGH,0.04089045524597168
970,970,457,260,35,400,0.0,0.9,LOW,0.03390979766845703
2162,2274,"519,75,403,372,830",260,35,400,0.0,0.9,MEDIUM,0.04188847541809082
4362,4544,"419,614,392,913,692,28,639,896",260,35,400,0.0,0.8,HIGH,0.040891408920288086
2200,2270,"305,500,743,216",260,35,400,0.0,0.8,MEDIUM,0.04288506507873535
970,970,821,260,35,400,0.0,0.8,LOW,0.03889584541320801
4355,4509,"964,420,743,715,365,403,701",260,35,400,0.0,0.7,HIGH,0.04089021682739258
970,970,672,260,35,400,0.0,0.7,LOW,0.033908843994140625
2231,2231,"726,403,534",260,35,400,0.0,0.7,MEDIUM,0.039893388748168945
4355,4509,"359,715,334,498,340,341,566,24,569,634,862",260,35,400,0.0,0.6,HIGH,0.04089021682739258
2231,2231,"995,173,368",260,35,400,0.0,0.6,MEDIUM,0.04388236999511719
970,970,736,260,35,400,0.0,0.6,LOW,0.03789854049682617
4362,4544,"324,806,971,496,913,113,534,669,159",260,35,400,0.0,0.5,HIGH,0.04089045524597168
2238,2266,"674,419,657,506,893",260,35,400,0.0,0.5,MEDIUM,0.03889608383178711
970,970,249,260,35,400,0.0,0.5,LOW,0.03390932083129883
4438,4536,"97,130,1,902,746,625,692,825",260,35,400,0.0,0.4,HIGH,0.039893388748168945
2186,2200,"601,273,540,584",260,35,400,0.0,0.4,MEDIUM,0.045879364013671875
970,970,961,260,35,400,0.0,0.4,LOW,0.03690171241760254
2162,2274,"929,50,307,5",260,35,400,0.0,0.3,MEDIUM,0.039893150329589844
4258,4412,"705,36,357,646,109,781,821,757,120",260,35,400,0.0,0.3,HIGH,0.044879913330078125
970,970,201,260,35,400,0.0,0.3,LOW,0.03889632225036621
4317,4513,"548,647,489,939,716,270,530,666,922,767",260,35,400,0.0,0.2,HIGH,0.04288530349731445
2238,2266,"457,625,52,439,570,667",260,35,400,0.0,0.2,MEDIUM,0.04089045524597168
4393,4505,"850,402,253,285,183,663,892,669",260,35,400,0.0,0.1,HIGH,0.039893150329589844
970,970,672,260,35,400,0.0,0.1,LOW,0.04089045524597168
970,970,736,260,35,400,0.0,0.2,LOW,0.13463997840881348
2148,2204,"961,468,301,135",260,35,400,0.0,0.1,MEDIUM,0.13065099716186523
4462,4462,"667,781,935,999",260,35,200,1.0,1.0,LOW,1.4700682163238525
4476,4532,"965,936,1000,749,944,891,989,960",260,35,200,1.0,0.9,HIGH,1.5997810363769531
4476,4532,"610,163,647,617,171,544,398,400,755,666,694,378,510,352",260,35,200,1.0,1.0,MEDIUM,1.6277096271514893
4514,4528,"707,900,871,876,817,699,893",260,35,200,1.0,1.0,HIGH,1.6526405811309814
4462,4462,"673,457,336,471,415",260,35,200,1.0,0.9,LOW,1.576843023300171
4476,4532,"710,424,651,471,505,506,699,286",260,35,200,1.0,0.8,HIGH,1.6247143745422363
4476,4532,"867,938,981,953,954,893,960",260,35,200,1.0,0.9,MEDIUM,1.7035040855407715
4476,4532,"752,849,407,442,700",260,35,200,1.0,0.8,LOW,1.2546443939208984
4476,4532,"801,710,744,809,842",260,35,200,1.0,0.8,MEDIUM,1.477109432220459
4514,4528,"642,691,435,595,663,634,635,734,735",260,35,200,1.0,0.7,HIGH,1.3454034328460693
4476,4532,"712,752,690,727,506,763",260,35,200,1.0,0.7,LOW,1.3294439315795898
4476,4532,"673,547,678,684,782,789,758,542,735",260,35,200,1.0,0.7,MEDIUM,1.4630861282348633
4462,4462,"898,803,816,752,978,757,925,895",260,35,200,1.0,0.6,HIGH,1.3982610702514648
4476,4532,"227,104,238,79,239,123,156,157",260,35,200,1.0,0.6,MEDIUM,1.4381532669067383
4317,4513,"129,74,218,206",260,35,200,1.0,0.6,LOW,1.231705665588379
4476,4532,"866,945,981,598,952",260,35,200,1.0,0.5,LOW,1.205775260925293
4462,4462,"842,949,936",260,35,200,1.0,0.5,MEDIUM,1.350388526916504
4469,4497,"708,657,689,691,723,659,726,761",260,35,200,1.0,0.4,HIGH,1.2676103115081787
4438,4536,"737,801,964,616,942,943,853,861,605",260,35,200,1.0,0.5,HIGH,1.4511187076568604
4462,4462,"505,529,701,838",260,35,200,1.0,0.4,LOW,1.3015189170837402
4476,4532,"961,676,742,973,750,793,858,989,890",260,35,200,1.0,0.4,MEDIUM,1.4690711498260498
4462,4462,"149,21,61,48",260,35,200,1.0,0.3,HIGH,1.28955078125
4469,4497,"65,174,48,178,437",260,35,200,1.0,0.3,LOW,1.158900260925293
4462,4462,"99,488,591,113,530,633,509",260,35,200,1.0,0.3,MEDIUM,1.310495138168335
4476,4532,"802,708,753,727,761,701",260,35,200,1.0,0.2,MEDIUM,1.3842978477478027
4476,4532,"162,163,488,203,524,154",260,35,200,1.0,0.2,HIGH,1.4291775226593018
4462,4462,"147,91,158",260,35,200,1.0,0.2,LOW,1.317476511001587
4462,4462,"833,867,840,750,886,797",260,35,200,1.0,0.1,HIGH,1.29453706741333
4462,4462,"612,742,825,733,639",260,35,200,1.0,0.1,LOW,1.1908142566680908
4514,4528,"585,748,718,565,694,735",260,35,200,1.0,0.1,MEDIUM,1.380307912826538
4227,4451,"393,538,926,163,35,555,435,831,709,459,721,850,860,99,232,748,365,876,626,243,630,503",260,35,200,0.9,1.0,LOW,3.8866050243377686
4286,4552,"514,131,536,288,291,809,574,454,584,970,850,470,344,218,603,861,608,235,109,625",260,35,200,0.9,1.0,MEDIUM,3.910541296005249
4286,4552,"514,911,538,809,946,185,571,317,454,582,463,344,988,733,350,479,235,491,625,503,761,379",260,35,200,0.9,0.9,HIGH,3.9245047569274902
4324,4548,"769,514,646,393,911,409,798,677,934,555,942,432,566,831,707,837,325,455,967,470,352,741,748,366,758,887,503,379",260,35,200,0.9,0.9,MEDIUM,3.858680248260498
4248,4556,"267,786,787,287,817,53,566,65,572,840,596,860,351,354,616,366,379,393,138,395,409,934,943,689,690,435,185,447,202,469,983,231,751,503,761",260,35,200,0.9,1.0,HIGH,4.416190147399902
4286,4552,"514,643,902,392,394,397,789,409,154,287,35,429,50,55,834,322,454,329,734,352,741,105,366,373,758,630",260,35,200,0.9,0.9,LOW,3.622312307357788
4324,4548,"769,514,647,14,785,787,163,685,50,964,202,334,210,980,345,734,992,352,490,758,381,894",260,35,200,0.9,0.8,HIGH,3.519587278366089
4400,4540,"769,869,939,652,491,591,754,757,758,919,504",260,35,200,0.9,0.7,HIGH,3.358018398284912
4476,4532,"162,837,75,112,336,144,19,243,22,375,220,256",260,35,200,0.9,0.8,MEDIUM,3.4248404502868652
4362,4544,"97,451,228,548,260,647,870,653,659,599,631,223",260,35,200,0.9,0.7,LOW,3.185480833053589
4286,4552,"395,524,655,911,656,792,666,806,435,185,571,572,75,717,847,591,982,344,90,475,734,231,616,748,755,758",260,35,200,0.9,0.6,HIGH,2.981027126312256
4438,4536,"929,866,934,939,876,945,982,893,926,992",260,35,200,0.9,0.6,MEDIUM,3.0189266204833984
4317,4513,"144,656,165,811,939,45,943,53,60,827,574,840,75,79,850,92,354,109,625,243,500,119,631",260,35,200,0.9,0.7,MEDIUM,3.562471628189087
4324,4548,"265,398,400,536,538,156,797,35,675,555,811,951,971,592,351,352,873,110,244",260,35,200,0.9,0.8,LOW,3.6452507972717285
4286,4552,"392,926,35,547,939,942,943,690,53,827,202,77,850,90,223,352,354,998,489,874,746,378,109,623,114,506,895",260,35,200,0.9,0.5,HIGH,3.0558271408081055
4324,4548,"392,520,397,398,142,655,405,789,792,157,926,287,676,424,942,943,435,948,567,831,454,584,202,592,352,232,488,748,365,377",260,35,200,0.9,0.5,MEDIUM,3.067795753479004
4400,4540,"906,909,911,919,926,934,939,942,943,954,827,836,965,840,973,982,990,997,876,885,891",260,35,200,0.9,0.4,HIGH,2.9191927909851074
4400,4540,"769,145,147,287,35,680,53,58,454,201,75,475,352,231,876,753,886,758",260,35,200,0.9,0.4,LOW,2.8992457389831543
4324,4548,"769,263,400,148,21,409,923,287,675,39,167,702,837,225,232,108,750,754,126,256",260,35,200,0.9,0.4,MEDIUM,2.9720511436462402
4279,4517,"401,666,801,676,934,941,429,943,565,836,708,202,982,223,607,484,745,502,377,256",260,35,200,0.9,0.5,LOW,3.046851873397827
4362,4544,"993,860,934,903,939,846,943,977,979,982,954,923,988,827,926,927",260,35,200,0.9,0.6,LOW,3.5495080947875977
4476,4532,"740,709,902,876,749,909,751,850,946,789,981,792,761,890,926",260,35,200,0.9,0.2,HIGH,2.563243865966797
4476,4532,"388,645,967,520,647,842,940,973,926,697,670,287",260,35,200,0.9,0.1,HIGH,2.1832592487335205
4438,4536,"647,845,334,591,848,593,409,794,734,737,484,617,109,758,631,827",260,35,200,0.9,0.2,LOW,2.531329393386841
4362,4544,"249,167,105,586,12,112,84,662,344,185,125,352",260,35,200,0.9,0.2,MEDIUM,2.7567262649536133
4165,4529,"769,389,520,655,547,165,423,678,831,708,329,977,721,469,470,87,982,350,223,352,741,232,366,751,256",260,35,200,0.9,0.3,HIGH,2.9661664962768555
4400,4540,"971,939,395,429,976,912,754,557,980,53,596,955,892,926,895",260,35,200,0.9,0.3,MEDIUM,2.96616530418396
4400,4540,"865,930,828,860,933,837,685,912,850,851,924,989,926,447",260,35,200,0.9,0.3,LOW,2.993093729019165
4476,4532,"514,740,582,713,489,874,690,596,53,734,799,352",260,35,200,0.9,0.1,LOW,2.1342921257019043
4476,4532,"997,838,776,393,426,140,792,784,304,850,695,536,156",260,35,200,0.9,0.1,MEDIUM,2.1761796474456787
4203,4525,"136,393,14,655,786,536,666,156,803,946,435,578,709,329,460,334,596,982,231,232,105,109,754,243,758,503,377,634",260,35,200,0.8,0.9,MEDIUM,6.422824144363403
4324,4548,"521,393,916,789,406,792,939,429,942,560,438,322,584,980,982,220,616,489,876,754,379",260,35,200,0.8,0.9,HIGH,6.495627164840698
4279,4517,"392,787,792,538,542,926,809,811,939,943,951,568,578,455,584,981,988,741,871,490,748,878,761,894",260,35,200,0.8,1.0,HIGH,6.898550271987915
4248,4556,"769,514,785,786,919,536,666,939,429,690,567,831,708,967,840,721,489,751,754,631,762",260,35,200,0.8,1.0,LOW,6.938443422317505
3975,4549,"259,287,547,39,820,312,77,334,84,596,598,860,350,352,616,873,109,365,647,156,414,676,948,190,709,454,980,231,491,235,754,755,507,256",260,35,200,0.8,1.0,MEDIUM,7.11896014213562
4165,4529,"392,536,409,676,298,429,435,53,59,578,352,611,877,631,377,763",260,35,200,0.8,0.8,HIGH,5.831403732299805
4324,4548,"786,787,789,792,409,923,675,942,943,827,831,708,837,470,734,359,491,366,369,761,886,377",260,35,200,0.8,0.9,LOW,6.433793067932129
4362,4544,"322,345,288,520,428,109,397,623,565,792,928,154,220,287,800",260,35,200,0.8,0.7,HIGH,5.623958587646484
4089,4537,"14,536,311,317,582,840,329,334,81,87,92,352,616,105,365,631,895,131,392,911,145,409,156,928,675,939,943,435,454,988,741,489",260,35,200,0.8,0.8,MEDIUM,5.8134520053863525
4324,4548,"97,514,803,325,167,906,749,911,754,435,630,247,442,795,672",260,35,200,0.8,0.8,LOW,5.972028732299805
4324,4548,"840,392,79,82,212,982,727,226,675,491,303,625,55",260,35,200,0.8,0.7,LOW,5.470369100570679
4248,4556,"91,232,969,455,592,658,402,603,376,153,283,988,827,351",260,35,200,0.8,0.7,MEDIUM,5.73865270614624
4248,4556,"393,655,409,926,670,928,674,35,934,689,690,563,566,827,572,830,582,77,334,591,596,341,470,351,741,232,748,375,247,377,379,895",260,35,200,0.8,0.6,HIGH,5.089390277862549
4165,4529,"262,392,655,400,145,538,934,435,566,185,827,334,591,84,213,90,352,761,754,507,758,631,378,379",260,35,200,0.8,0.6,MEDIUM,5.141249895095825
4248,4556,"899,900,70,934,967,304,210,50,663,219,190,607",260,35,200,0.8,0.4,MEDIUM,3.9544243812561035
4286,4552,"388,389,132,647,264,393,137,785,786,789,156,32,811,690,182,183,827,329,592,977,596,354,489,748,500,629,375,377",260,35,200,0.8,0.4,HIGH,4.079091548919678
4355,4509,"391,136,393,392,397,22,409,27,926,159,675,165,39,444,708,202,77,608,352,489,755,628,504",260,35,200,0.8,0.5,HIGH,4.614659070968628
4362,4544,"4,647,392,145,408,673,294,427,827,578,709,77,717,977,352,105",260,35,200,0.8,0.5,LOW,4.5817461013793945
4286,4552,"2,137,393,912,409,159,943,54,191,578,707,708,213,341,232,247,889,256",260,35,200,0.8,0.5,MEDIUM,4.724364995956421
4324,4548,"389,391,520,395,656,787,792,536,538,942,948,566,827,317,324,453,840,592,721,596,988,734,489,366,625,754,633,378,379",260,35,200,0.8,0.6,LOW,5.009601831436157
4248,4556,"267,911,786,287,35,676,39,811,943,53,75,591,979,90,352,741,232,366,751,755,762,379",260,35,200,0.8,0.4,LOW,3.9374706745147705
4203,4525,"514,769,909,655,409,154,538,156,926,53,311,185,831,721,850,84,596,90,734,96,232,873,876,235,379,754,761",260,35,200,0.8,0.1,HIGH,2.4703927040100098
4286,4552,"514,646,401,793,670,675,933,558,304,317,191,716,77,92,233,366,378",260,35,200,0.8,0.2,HIGH,3.1296298503875732
4476,4532,"356,997,964,647,203,11,911,759,154,699,926",260,35,200,0.8,0.2,LOW,3.076770544052124
4438,4536,"513,787,794,934,298,831,322,709,965,453,721,210,84,982,860,863,748,754,886,507",260,35,200,0.8,0.2,MEDIUM,3.1445906162261963
4279,4517,"792,537,538,943,563,441,570,65,322,837,582,77,334,213,982,734,869,873",260,35,200,0.8,0.3,HIGH,3.6891345977783203
4286,4552,"520,653,656,752,853,886,442,91,988,700,96,128",260,35,200,0.8,0.3,MEDIUM,3.7888681888580322
4324,4548,"440,227,39,584,811,876,728,846,911,818,530,792,378",260,35,200,0.8,0.3,LOW,3.635277271270752
4362,4544,"610,934,487,555,301,942,397,945,754,977,982,567,919,762,570",260,35,200,0.8,0.1,MEDIUM,2.4255146980285645
4438,4536,"389,137,909,911,786,537,939,811,837,717,979,470,871,751,754,888,892,893,895",260,35,200,0.8,0.1,LOW,2.4265103340148926
4400,4540,"616,394,876,429,655,722,982,921,218,764,926,640",260,35,200,0.7,0.9,HIGH,8.093353986740112
4279,4517,"514,330,787,792,537,90,409,348,94,159,934,167,876,754,53",260,35,200,0.7,0.9,MEDIUM,8.243951559066772
4248,4556,"769,642,454,77,207,151,669,608,738,934,231,232,312,889",260,35,200,0.7,1.0,HIGH,8.845343112945557
4127,4533,"513,135,392,137,536,158,159,939,304,329,334,596,870,489,748,625,116",260,35,200,0.7,1.0,MEDIUM,8.91715145111084
4165,4529,"268,655,144,787,27,924,546,678,831,834,727,89,90,223,992,359,109,761,379",260,35,200,0.7,1.0,LOW,8.950063228607178
4248,4556,"389,647,911,656,145,926,35,678,429,185,325,582,584,590,591,721,596,213,344,734,870,359,105,617,235,755,504,377,890",260,35,200,0.7,0.8,HIGH,7.492962598800659
4248,4556,"898,520,398,655,926,287,53,566,827,840,202,973,591,850,596,597,109,631,895",260,35,200,0.7,0.9,LOW,7.934778690338135
4248,4556,"35,870,679,428,527,911,850,564,22,151,375,470,960",260,35,200,0.7,0.7,HIGH,6.356997966766357
4203,4525,"514,2,389,136,398,911,656,144,145,35,675,429,435,191,454,584,585,329,844,850,341,470,998,489,491,751,625,755,256",260,35,200,0.7,0.7,LOW,6.351014137268066
4165,4529,"514,652,656,536,666,675,167,39,809,939,827,576,322,325,584,334,347,481,225,489,235,751",260,35,200,0.7,0.7,MEDIUM,6.480666399002075
4248,4556,"513,259,265,397,159,287,173,312,442,59,60,324,454,202,470,349,352,231,232,491,507,373,119,503,379",260,35,200,0.7,0.6,HIGH,5.750620126724243
4127,4533,"769,393,145,154,156,538,923,286,670,287,939,429,827,578,322,325,709,837,584,202,329,850,84,352,232,873,755,758,631,761,256",260,35,200,0.7,0.8,MEDIUM,7.310448408126831
4248,4556,"902,137,787,536,792,538,943,441,185,582,454,721,850,596,982,860,616,873,489,491,366,758",260,35,200,0.7,0.6,MEDIUM,5.929142475128174
4158,4494,"322,131,39,231,329,105,75,202,13,145,84,213,312,345,92,317,223,160",260,35,200,0.7,0.8,LOW,7.3812596797943115
4279,4517,"870,711,810,940,909,697,977,210,979,982,123,448",260,35,200,0.7,0.4,HIGH,4.2875330448150635
4248,4556,"137,35,55,961,322,325,344,90,993,229,489,491,235,366,375,379,256",260,35,200,0.7,0.4,MEDIUM,4.288531064987183
4286,4552,"291,613,39,777,489,878,880,560,50,84,630,377,924,510,352",260,35,200,0.7,0.4,LOW,4.3134636878967285
4158,4494,"519,392,393,398,655,787,670,934,678,423,809,811,429,52,566,185,59,188,572,831,836,329,592,596,982,344,616,235,755,117,758,507",260,35,200,0.7,0.5,MEDIUM,4.976690292358398
4248,4556,"769,773,777,202,78,334,593,850,90,735,226,806,754,762,378,827,319",260,35,200,0.7,0.5,HIGH,5.192113399505615
4127,4533,"389,656,145,409,39,809,324,325,200,202,77,334,591,850,469,352,748,631,248,377,762",260,35,200,0.7,0.5,LOW,5.0604658126831055
4241,4521,"769,514,519,136,392,787,666,670,287,165,943,827,831,202,334,977,596,470,344,90,377,231,232,873,359,490,751,369,755,247,761",260,35,200,0.7,0.6,LOW,5.6429078578948975
4393,4505,"67,163,39,74,75,429,79,48,177,591,53,54,119,151,247,565",260,35,200,0.7,0.1,HIGH,2.415540933609009
4324,4548,"578,3,734,939,748,429,721,754,755,850,886,567,310,542,607,608",260,35,200,0.7,0.2,HIGH,2.9421322345733643
4158,4494,"131,262,647,520,392,397,398,656,666,538,39,435,52,185,709,329,591,344,114,758,503",260,35,200,0.7,0.3,HIGH,3.6602115631103516
4286,4552,"132,260,232,137,1000,77,173,176,178,758,151,504,119",260,35,200,0.7,0.3,LOW,3.506622076034546
4324,4548,"769,260,263,792,923,548,44,708,581,202,75,850,981,341,359,873,755,758,506",260,35,200,0.7,0.2,MEDIUM,3.247319459915161
4241,4521,"769,902,397,789,790,538,414,287,165,39,943,53,566,77,334,721,349,481,489,748,758,378,379",260,35,200,0.7,0.3,MEDIUM,3.824770927429199
4248,4556,"514,388,520,392,656,786,792,942,578,836,837,840,334,341,488,877,366,755,758,378,379",260,35,200,0.7,0.2,LOW,3.3251070976257324
4279,4517,"514,520,655,405,536,670,544,312,578,322,708,837,582,202,596,614,231",260,35,200,0.7,0.1,MEDIUM,2.8344192504882812
4248,4556,"389,263,151,409,923,157,675,165,294,39,45,813,307,52,185,582,202,366,368,379",260,35,200,0.7,0.1,LOW,2.7775707244873047
4248,4556,"393,397,14,657,797,287,676,811,312,325,837,77,991,118,762,378,256",260,35,200,0.6,0.9,HIGH,11.75861406326294
4286,4552,"769,514,409,926,811,429,821,75,341,600,741,616,105,876,761,375,887,503,256",260,35,200,0.6,0.9,MEDIUM,12.012934684753418
4286,4552,"138,536,667,35,427,949,312,967,584,973,977,223,867,874,243,631,119,378",260,35,200,0.6,1.0,HIGH,13.069109916687012
4286,4552,"514,8,394,397,155,35,681,827,334,721,341,97,231,619,748,631,249,379",260,35,200,0.6,1.0,LOW,12.860666751861572
4248,4556,"769,514,388,389,647,151,287,934,689,831,75,982,92,226,870,231,235,114,755,754,758,378,256",260,35,200,0.6,1.0,MEDIUM,13.083071947097778
4324,4548,"329,607,235,734,813,626,470,151,537,510,735",260,35,200,0.6,0.8,HIGH,11.207090139389038
4241,4521,"673,610,197,584,397,622,846,911,82,631,795,223,832",260,35,200,0.6,0.9,LOW,12.307147741317749
4089,4537,"769,131,393,792,538,414,159,811,429,951,567,831,578,846,465,982,225,616,114,631,247",260,35,200,0.6,0.7,MEDIUM,10.096992015838623
3992,4440,"226,484,165,393,427,557,304,50,341,566,344,377,346,126,287,256",260,35,200,0.6,0.7,HIGH,10.235624551773071
4248,4556,"514,67,201,393,591,151,792,409,538,992,167,490,44,565,570,895",260,35,200,0.6,0.8,MEDIUM,11.520190477371216
4234,4486,"388,786,275,39,811,942,831,577,582,584,468,741,232,235,754,758,503,375",260,35,200,0.6,0.6,HIGH,9.867609024047852
4324,4548,"393,909,787,409,926,550,943,690,435,568,827,708,591,595,489,876,755,375,631",260,35,200,0.6,0.7,LOW,10.588680982589722
4400,4540,"769,520,137,529,786,798,161,934,939,685,177,53,565,575,708,454,840,329,870,359,104,754,889",260,35,200,0.6,0.6,MEDIUM,9.125594139099121
4220,4416,"513,520,906,926,798,675,676,811,689,690,435,565,312,850,352,359,748,754,758,377",260,35,200,0.6,0.8,LOW,12.1884024143219
4324,4548,"265,397,146,409,159,35,39,53,59,582,329,597,471,355,232,105,873,631,381",260,35,200,0.6,0.4,MEDIUM,6.616305112838745
4324,4548,"131,132,612,409,360,840,79,400,945,850,503,185,187",260,35,200,0.6,0.4,HIGH,6.833723306655884
4044,4506,"516,519,397,911,789,409,538,558,690,58,831,191,578,837,584,329,979,84,982,741,616,105,751",260,35,200,0.6,0.5,HIGH,7.922811269760132
