profit,poids,Items selectionne,Nombre generation,Nombre population,Nombre meilleur solution selectionne,Probabilite crossover,Probabilite mutation,Type population initiale, Temps execution
1002,997,"1,42,15,57,92,32",290,90,27,0.5,0.3,LOW,5.425508737564087
1005,996,"100,77,79,84,85",290,90,27,0.5,0.3,MEDIUM,5.532930850982666
1005,997,"1,98,43,15,52,85,22,92",290,80,24,0.5,0.3,HIGH,5.741414308547974
1005,991,"1,15,82,52,22,59,30,32",290,80,24,0.5,0.3,MEDIUM,5.615750789642334
1005,997,"1,91,6,74,79,83,85,57",290,80,24,0.5,0.3,LOW,5.87129807472229
1005,997,"1,74,17,82,85,92,30",290,70,21,0.5,0.3,HIGH,6.045974016189575
1008,997,"1,6,43,45,15,55,92,32",290,70,21,0.5,0.3,MEDIUM,5.445462942123413
1008,994,"1,69,43,45,79,52,85,22,30",290,70,21,0.5,0.3,LOW,5.617055892944336
1005,997,"15,51,83,85,22,57,32",290,60,18,0.5,0.3,HIGH,5.802896738052368
1008,996,"30,52,45,22",290,60,18,0.5,0.3,MEDIUM,5.624332427978516
1005,995,"1,74,45,47,15",290,60,18,0.5,0.3,LOW,5.501909971237183
1008,997,"74,45,77,79,15,52,85,22,57,92",290,50,15,0.5,0.3,HIGH,5.624440670013428
1008,994,"71,74,43,45,15,17,85,30,32",290,50,15,0.5,0.3,MEDIUM,5.3431477546691895
1008,993,"1,74,43,45,15,17,52",290,50,15,0.5,0.3,LOW,5.548598766326904
1008,996,"100,74,43,45,15,79,52,85,55,57,32",290,40,12,0.5,0.3,HIGH,5.645287990570068
1002,995,"100,74,43,79,82,85,55,57,32",290,40,12,0.5,0.3,MEDIUM,5.588394641876221
1005,997,"69,74,17,79,84,32",290,40,12,0.5,0.3,LOW,5.605348587036133
1008,997,"69,71,15,82,22,63,32",290,30,9,0.5,0.3,HIGH,5.760683059692383
1005,997,"1,74,43,75,45,15,82",290,30,9,0.5,0.3,MEDIUM,5.668840169906616
1005,994,"6,74,45,15,82,83,85,22,59",290,30,9,0.5,0.3,LOW,5.773559808731079
1008,995,"1,71,45,77,15,85,22,63",290,20,6,0.5,0.3,HIGH,5.712722063064575
1005,997,"71,74,43,46,79,55,59",290,20,6,0.5,0.3,MEDIUM,6.080312490463257
1008,995,"45,15,52,84,30,63",290,20,6,0.5,0.3,LOW,6.154159784317017
1005,997,"1,71,74,12,45,82,85,92",290,10,3,0.5,0.3,HIGH,6.079166889190674
1008,997,"1,74,12,45,79,22,59",290,10,3,0.5,0.3,MEDIUM,6.076223850250244
1008,995,"1,69,74,43,45,15,79,85,63,32",280,150,45,0.5,0.3,HIGH,5.248438119888306
1005,996,"83,84,57,79,91,15",290,10,3,0.5,0.3,LOW,6.399768114089966
1008,997,"1,71,74,43,45,85,55,89",280,150,45,0.5,0.3,MEDIUM,4.814055919647217
1008,996,"1,6,45,79,82,52,85,22,55",280,150,45,0.5,0.3,LOW,4.550187826156616
1011,997,"1,72,45,77,15,79,52",280,140,42,0.5,0.3,LOW,4.510577440261841
1008,997,"1,45,15,82,83,85,22,28",280,140,42,0.5,0.3,MEDIUM,4.779950857162476
1005,992,"1,6,45,15,85,30,63",280,140,42,0.5,0.3,HIGH,4.88348126411438
1008,997,"15,83,52,30,63,32",280,130,39,0.5,0.3,HIGH,4.321462631225586
1008,994,"1,74,79,15,84,57,32,45,52,59",280,130,39,0.5,0.3,MEDIUM,4.548482179641724
1002,996,"59,6,45,15,79,82,57,91",280,130,39,0.5,0.3,LOW,4.525494337081909
1008,997,"45,15,79,84,22,57,59,63",280,120,36,0.5,0.3,HIGH,4.432113885879517
1005,990,"1,15,79,84,57,32,96",280,120,36,0.5,0.3,MEDIUM,4.454982042312622
1002,993,"42,74,45,15,52,59",280,120,36,0.5,0.3,LOW,4.411054372787476
1005,997,"68,6,74,43,15,79,85,92,32",280,110,33,0.5,0.3,HIGH,4.524749755859375
1005,997,"68,100,69,74,79,83,85",280,110,33,0.5,0.3,MEDIUM,4.163382053375244
1005,995,"71,73,74,43,15,85,57",280,110,33,0.5,0.3,LOW,4.394729137420654
1008,997,"1,69,71,74,45,79,83,96",280,100,30,0.5,0.3,HIGH,4.442112445831299
1008,996,"1,69,43,79,15,52,92,30",280,100,30,0.5,0.3,MEDIUM,4.383900165557861
1002,991,"68,73,45,15,83,52",280,100,30,0.5,0.3,LOW,4.327291250228882
1008,996,"1,71,74,43,15,83,22,59,32",280,90,27,0.5,0.3,HIGH,4.431061744689941
1002,997,"2,6,15,22,32",280,90,27,0.5,0.3,MEDIUM,4.449012041091919
1005,995,"59,71,74,43,79,15,85,91,32",280,90,27,0.5,0.3,LOW,4.088541030883789
1008,997,"1,69,79,85,64,32",280,80,24,0.5,0.3,HIGH,4.4775450229644775
1008,996,"69,74,45,15,79,82,83,22,30",280,80,24,0.5,0.3,MEDIUM,4.406225204467773
1008,995,"69,71,74,30,32,45,55",280,80,24,0.5,0.3,LOW,4.447110176086426
1005,995,"100,71,15,79,82,83,52,85,22,57",280,70,21,0.5,0.3,MEDIUM,4.45871901512146
1002,997,"12,45,82,92,63",280,70,21,0.5,0.3,HIGH,4.67818021774292
1005,996,"1,6,15,22,30",280,60,18,0.5,0.3,HIGH,4.352826118469238
1005,995,"71,74,79,52,85,57,59,96",280,70,21,0.5,0.3,LOW,4.546906232833862
1002,991,"73,74,79,15,85,92,32,45,52",280,60,18,0.5,0.3,MEDIUM,4.5582685470581055
1005,992,"1,15,82,83,85,57,30,32",280,60,18,0.5,0.3,LOW,4.470951557159424
1005,993,"1,68,71,74,45,15,79,85,30,96",280,50,15,0.5,0.3,HIGH,4.679445028305054
1008,997,"1,71,83,85,87,32,45",280,50,15,0.5,0.3,MEDIUM,4.446027040481567
1005,996,"1,43,12,15,22,59,32",280,50,15,0.5,0.3,LOW,4.733258962631226
1002,992,"98,74,43,15,83,30,22",280,40,12,0.5,0.3,HIGH,4.713926076889038
1011,997,"1,15,79,83,84,43,45,52,55",280,40,12,0.5,0.3,MEDIUM,5.069937705993652
1005,992,"71,74,43,79,15,82,85,55,30",280,40,12,0.5,0.3,LOW,5.0020201206207275
1008,997,"65,45,79,15,82,84,22",280,30,9,0.5,0.3,HIGH,4.500962257385254
1005,996,"1,43,45,15,79,87,62",280,30,9,0.5,0.3,MEDIUM,4.958693265914917
1005,995,"100,72,45,15,79,82,85,30",280,30,9,0.5,0.3,LOW,4.911830902099609
1008,995,"1,7,74,45,15,79,52,85,22",280,20,6,0.5,0.3,MEDIUM,4.940796852111816
1005,995,"1,74,43,46,15,79,85,92,30",280,20,6,0.5,0.3,HIGH,5.025570392608643
1008,996,"1,74,43,77,45,15,22,57,59",280,20,6,0.5,0.3,LOW,5.16428017616272
1002,997,"68,43,15,79,82,83,85,57,91",280,10,3,0.5,0.3,HIGH,5.175437688827515
1008,996,"1,69,74,45,79,83,84,32",280,10,3,0.5,0.3,MEDIUM,5.604236841201782
1008,997,"71,15,85,96,32,52,64",270,150,45,0.5,0.3,HIGH,4.60660195350647
1002,996,"45,82,55,57,92,93",270,150,45,0.5,0.3,MEDIUM,4.634528875350952
1005,997,"7,15,85,22,93",270,150,45,0.5,0.3,LOW,4.602614164352417
1008,995,"1,71,74,77,79,15,82,52,85,32",280,10,3,0.5,0.3,LOW,5.761382579803467
1005,996,"100,69,74,79,83,52,32",270,140,42,0.5,0.3,HIGH,4.904536008834839
1008,996,"43,15,74,30,22,84,52,57",270,140,42,0.5,0.3,MEDIUM,4.903484344482422
1008,995,"1,15,79,82,83,85,22,30,32,43,45",270,140,42,0.5,0.3,LOW,4.588367938995361
1008,997,"1,6,43,45,15,55,59,32",270,130,39,0.5,0.3,HIGH,4.655479192733765
1008,995,"1,43,15,17,22,32",270,130,39,0.5,0.3,LOW,4.455756187438965
1008,997,"1,9,15,22,30,32",270,130,39,0.5,0.3,MEDIUM,4.6622538566589355
1011,997,"1,74,77,45,15,85,57,59,30",270,120,36,0.5,0.3,HIGH,4.423523426055908
1008,997,"74,83,85,22,57,59",270,120,36,0.5,0.3,MEDIUM,4.186158895492554
1005,991,"45,84,52,85,55,63",270,120,36,0.5,0.3,LOW,4.358713150024414
1008,997,"1,74,45,15,52,22,95",270,110,33,0.5,0.3,HIGH,4.597872734069824
1005,993,"1,57,74,43,45,15,79,85,93,30",270,110,33,0.5,0.3,MEDIUM,4.444324493408203
1005,996,"71,79,15,82,52,53,57,59",270,100,30,0.5,0.3,MEDIUM,4.347303152084351
1005,996,"43,45,52,85,89,57,92",270,110,33,0.5,0.3,LOW,4.613129138946533
1005,994,"45,46,79,15,83,52,85,55,57",270,100,30,0.5,0.3,HIGH,4.4565815925598145
1008,997,"69,43,15,52,30",270,100,30,0.5,0.3,LOW,4.725369215011597
1008,995,"1,43,45,15,22,55,57,63",270,90,27,0.5,0.3,HIGH,4.502840757369995
1005,993,"69,43,77,15,79,85,22",270,90,27,0.5,0.3,MEDIUM,4.549921989440918
1008,996,"1,43,79,15,82,52,85,22,84,55",270,90,27,0.5,0.3,LOW,4.624682426452637
1005,996,"1,34,84",270,80,24,0.5,0.3,HIGH,4.56247091293335
1005,996,"1,45,46,15,82,22,91",270,80,24,0.5,0.3,MEDIUM,4.5994367599487305
1005,996,"74,79,83,52,57,32,96",270,80,24,0.5,0.3,LOW,4.661189317703247
1005,993,"1,71,74,15,82,83,30,32",270,70,21,0.5,0.3,HIGH,4.797112464904785
1005,997,"1,15,79,17,89,57,32",270,70,21,0.5,0.3,MEDIUM,4.6377105712890625
1005,997,"1,45,82,83,57,62,96",270,70,21,0.5,0.3,LOW,4.579817771911621
1005,997,"1,72,83,30,43,57",270,60,18,0.5,0.3,HIGH,4.373370409011841
1008,997,"1,45,15,22,92,30,96,32",270,60,18,0.5,0.3,LOW,4.24498176574707
1008,994,"1,15,17,22,55",270,60,18,0.5,0.3,MEDIUM,4.368691682815552
1005,995,"1,69,79,85,22,30,63",270,50,15,0.5,0.3,HIGH,4.24498176574707
1008,996,"71,46,15,85,55,59",270,50,15,0.5,0.3,MEDIUM,4.410252809524536
1008,996,"73,43,45,15,52,84,85,32",270,50,15,0.5,0.3,LOW,4.695479869842529
1005,995,"71,74,45,84,86,57",270,40,12,0.5,0.3,HIGH,4.464100122451782
1002,993,"45,79,82,52,85,30,64",270,40,12,0.5,0.3,MEDIUM,4.0249183177948
1002,997,"92,79,52,85,28,96",270,40,12,0.5,0.3,LOW,4.278291702270508
1005,995,"1,82,22,30,96",270,30,9,0.5,0.3,HIGH,4.209475517272949
1008,997,"1,68,74,15,83,84,85,96",270,30,9,0.5,0.3,MEDIUM,4.42629599571228
1008,996,"71,74,43,45,84,85,52,63",270,30,9,0.5,0.3,LOW,4.391420841217041
1005,997,"100,68,74,43,45,85,32,96",270,20,6,0.5,0.3,HIGH,4.391383171081543
1002,994,"1,100,15,22,89,32",270,20,6,0.5,0.3,MEDIUM,4.038124322891235
1008,997,"1,71,74,77,52,83,32",270,20,6,0.5,0.3,LOW,4.338723182678223
1005,996,"1,37,71,45,79,15,82,57",270,10,3,0.5,0.3,HIGH,4.304760694503784
1008,996,"1,7,74,45,15,79,85,57,59",270,10,3,0.5,0.3,MEDIUM,4.434233665466309
1002,996,"71,74,43,62,96,32",260,150,45,0.5,0.3,HIGH,3.4534780979156494
1005,995,"1,100,69,74,79,85,30",270,10,3,0.5,0.3,LOW,4.514046907424927
1005,993,"43,77,15,45,85,86",260,150,45,0.5,0.3,MEDIUM,3.4658548831939697
1005,996,"74,45,82,52,85,25",260,150,45,0.5,0.3,LOW,3.588730573654175
1008,997,"1,71,74,43,15,83,85,91,32",260,140,42,0.5,0.3,HIGH,3.656378984451294
1005,991,"100,74,45,15,79,83,52,30",260,140,42,0.5,0.3,MEDIUM,3.435016393661499
1005,997,"100,72,74,83,22,85",260,140,42,0.5,0.3,LOW,3.5329341888427734
1005,995,"1,6,74,43,77,15,22",260,130,39,0.5,0.3,MEDIUM,3.4883127212524414
1008,997,"71,43,45,83,57,59,32",260,130,39,0.5,0.3,HIGH,3.6433138847351074
1005,994,"1,45,15,16,22,57",260,130,39,0.5,0.3,LOW,3.3855912685394287
1005,996,"71,72,74,15,84,85,92",260,120,36,0.5,0.3,HIGH,3.8097336292266846
1008,994,"1,9,45,15,79,85,22,32",260,120,36,0.5,0.3,MEDIUM,3.6763248443603516
1005,993,"1,74,45,82,84,85,22,59,32",260,120,36,0.5,0.3,LOW,3.6832633018493652
1005,996,"74,77,79,82,84,85,96",260,110,33,0.5,0.3,HIGH,3.7680366039276123
1008,996,"52,85,59,30,96,32",260,110,33,0.5,0.3,MEDIUM,3.6436891555786133
1005,992,"69,71,15,83,52,57,32",260,110,33,0.5,0.3,LOW,4.097428798675537
1005,997,"1,71,74,43,79,85,22,86",260,100,30,0.5,0.3,HIGH,3.641648054122925
1005,997,"1,6,46,55,57",260,100,30,0.5,0.3,MEDIUM,3.860786199569702
1011,995,"1,43,45,15,17,52,85,32",260,100,30,0.5,0.3,LOW,3.955700397491455
1005,997,"6,71,43,45,79,28",260,90,27,0.5,0.3,HIGH,3.97776460647583
1011,996,"1,71,79,15,22,30,100,45,52",260,90,27,0.5,0.3,MEDIUM,4.0415940284729
1008,997,"1,100,74,15,85,57,62",260,90,27,0.5,0.3,LOW,3.988771915435791
1005,994,"6,71,43,45,15,79,17,85,32",260,80,24,0.5,0.3,HIGH,3.7783350944519043
1005,997,"3,15,22,30,32",260,80,24,0.5,0.3,MEDIUM,4.279233694076538
1005,996,"1,3,43,15,22,57,96",260,80,24,0.5,0.3,LOW,3.998037815093994
1005,994,"1,45,79,15,82,52,55,57,92,32",260,70,21,0.5,0.3,HIGH,4.187253475189209
1002,992,"68,45,15,82,52,55,57,59",260,70,21,0.5,0.3,MEDIUM,4.165189743041992
1005,996,"6,71,12,15,52,22",260,60,18,0.5,0.3,HIGH,4.16215705871582
1005,997,"74,43,45,15,85,53,62,32",260,70,21,0.5,0.3,LOW,4.345705509185791
1005,994,"1,46,15,79,22,30,32",260,60,18,0.5,0.3,MEDIUM,4.40850043296814
1005,996,"69,71,74,45,15,82,85,92",260,60,18,0.5,0.3,LOW,4.045233249664307
1005,995,"100,69,43,15,79,84,96",260,50,15,0.5,0.3,HIGH,4.220625400543213
1005,995,"1,74,10,45,79,15,96",260,50,15,0.5,0.3,MEDIUM,4.725328207015991
1008,996,"1,71,74,45,52,22,55,57",260,50,15,0.5,0.3,LOW,4.5458083152771
1005,997,"1,45,15,22,91,64",260,40,12,0.5,0.3,MEDIUM,4.460038423538208
1005,995,"69,71,43,45,82,85,55",260,40,12,0.5,0.3,HIGH,4.568910360336304
1005,997,"98,45,17,83,85,57",260,40,12,0.5,0.3,LOW,4.494154691696167
1005,996,"69,71,74,43,79,84,85,22",260,30,9,0.5,0.3,HIGH,4.677665948867798
1002,997,"1,43,60,85",260,30,9,0.5,0.3,MEDIUM,4.370878219604492
1002,995,"71,77,52,57,96",260,30,9,0.5,0.3,LOW,4.198333501815796
1002,993,"1,43,15,59,62,63",260,20,6,0.5,0.3,HIGH,4.340952157974243
1002,991,"1,15,79,82,52,85,88",260,20,6,0.5,0.3,MEDIUM,4.266151428222656
1005,993,"7,45,83,30",260,20,6,0.5,0.3,LOW,4.45149302482605
1008,997,"69,71,43,15,52,30,22,85,57",260,10,3,0.5,0.3,HIGH,4.542204856872559
1008,997,"1,6,43,45,15,88",260,10,3,0.5,0.3,MEDIUM,4.337752103805542
1005,997,"92,45,83,22,28",260,10,3,0.5,0.3,LOW,4.463109731674194
1005,995,"69,15,85,22,93,96",250,150,45,0.5,0.3,HIGH,3.4278316497802734
1005,995,"71,77,15,52,62,32",250,150,45,0.5,0.3,MEDIUM,3.4485023021698
1008,997,"100,71,15,82,52,85,55,57",250,150,45,0.5,0.3,LOW,3.2650275230407715
1008,991,"1,57,74,45,15,85,59",250,140,42,0.5,0.3,HIGH,3.4894275665283203
1005,995,"69,43,15,52,22,30,96",250,140,42,0.5,0.3,MEDIUM,3.381005048751831
1008,997,"69,71,15,85,22,55,63",250,140,42,0.5,0.3,LOW,3.342148542404175
1002,993,"71,42,15,79,85,30,32",250,130,39,0.5,0.3,HIGH,3.4757914543151855
1002,993,"1,43,85,87,63",250,130,39,0.5,0.3,MEDIUM,3.5739598274230957
1008,995,"1,45,15,22,55,57,30,32",250,130,39,0.5,0.3,LOW,3.3538942337036133
1005,997,"1,59,15,83,91,92",250,120,36,0.5,0.3,HIGH,3.5393640995025635
1005,997,"1,15,85,22,90,57",250,120,36,0.5,0.3,MEDIUM,3.2162270545959473
1005,991,"1,45,15,17,55,59",250,120,36,0.5,0.3,LOW,3.444329261779785
1005,996,"1,6,74,52,55,57,30",250,110,33,0.5,0.3,HIGH,3.416363477706909
1005,996,"1,10,43,15,55,30",250,110,33,0.5,0.3,MEDIUM,3.3156321048736572
1002,997,"100,71,79,85,64,96",250,110,33,0.5,0.3,LOW,3.291198253631592
1005,996,"71,77,45,79,15,62,96",250,100,30,0.5,0.3,HIGH,3.2543094158172607
1005,997,"1,43,15,23,57,62",250,100,30,0.5,0.3,LOW,3.2822329998016357
1005,997,"6,79,15,82,52,59,63",250,100,30,0.5,0.3,MEDIUM,3.560460090637207
1005,992,"74,12,45,79,15,55,85,92",250,90,27,0.5,0.3,HIGH,3.4009363651275635
1008,997,"1,45,46,15,82,59,30",250,90,27,0.5,0.3,MEDIUM,3.3670268058776855
1002,992,"71,73,15,85,63,32",250,90,27,0.5,0.3,LOW,3.405759334564209
1005,996,"1,71,74,43,82,84,22,57",250,80,24,0.5,0.3,HIGH,3.3729307651519775
1008,995,"1,45,79,15,83,30",250,80,24,0.5,0.3,MEDIUM,3.7174949645996094
1008,997,"1,100,6,71,45,15,83,85,57",250,80,24,0.5,0.3,LOW,3.467252731323242
1005,997,"83,22,85,92,93",250,70,21,0.5,0.3,HIGH,3.296736001968384
1008,996,"1,73,74,15,52,22,30",250,70,21,0.5,0.3,MEDIUM,3.7285337448120117
1005,996,"1,71,9,43,15,79,84,85",250,70,21,0.5,0.3,LOW,3.3645074367523193
1005,997,"98,6,45,15,22,57,32",250,60,18,0.5,0.3,HIGH,3.4883413314819336
1005,997,"6,73,74,77,79,15,85",250,60,18,0.5,0.3,MEDIUM,3.6259243488311768
1008,997,"1,45,77,79,52,22,57,30",250,60,18,0.5,0.3,LOW,3.6513216495513916
1008,997,"1,6,45,15,79,52,85,87",250,50,15,0.5,0.3,HIGH,3.5804240703582764
1005,995,"1,45,46,15,22,92,96",250,50,15,0.5,0.3,MEDIUM,3.7978436946868896
1011,997,"1,74,43,45,15,82,52,85,22,55,32",250,50,15,0.5,0.3,LOW,3.890594244003296
1002,994,"71,77,79,83,55,96",250,40,12,0.5,0.3,HIGH,3.785875082015991
1005,995,"1,74,45,85,86,63",250,40,12,0.5,0.3,MEDIUM,3.5824201107025146
1008,996,"1,69,71,45,83,63",250,40,12,0.5,0.3,LOW,3.7898647785186768
1002,993,"1,92,45,15,85,57,89,96",250,30,9,0.5,0.3,HIGH,3.76592755317688
1005,994,"1,15,79,82,83,57,30,96,52",250,30,9,0.5,0.3,MEDIUM,3.669187068939209
1008,997,"1,68,74,45,79,62",250,30,9,0.5,0.3,LOW,3.977639675140381
1008,995,"1,6,71,15,85,59,30,32",250,20,6,0.5,0.3,HIGH,3.992652177810669
1005,991,"1,98,71,74,45,15,83,52",250,20,6,0.5,0.3,MEDIUM,4.122305393218994
1005,996,"79,82,84,85,22,63",250,20,6,0.5,0.3,LOW,4.80971884727478
1002,992,"74,15,83,85,32,43,45,57,64",250,10,3,0.5,0.3,HIGH,5.039602756500244
1005,997,"1,12,52,85,93",240,150,45,0.5,0.3,HIGH,4.085875749588013
1005,992,"1,73,45,15,85,22,59,32",250,10,3,0.5,0.3,MEDIUM,4.771321058273315
1008,996,"1,69,15,52,22,55,57,32",250,10,3,0.5,0.3,LOW,5.047582149505615
1008,995,"1,69,74,45,52,55,30",240,150,45,0.5,0.3,LOW,4.369293689727783
1011,997,"1,71,74,45,79,15,82,52,55,59",240,150,45,0.5,0.3,MEDIUM,4.535889148712158
1005,996,"73,74,45,83,85,62",240,140,42,0.5,0.3,HIGH,3.9273509979248047
1005,996,"6,15,85,22,55,64",240,140,42,0.5,0.3,LOW,3.602720022201538
1008,997,"1,46,79,15,52,85,55",240,140,42,0.5,0.3,MEDIUM,3.674528121948242
1005,997,"10,43,79,15,84,59",240,130,39,0.5,0.3,HIGH,3.6872718334198
1005,996,"71,74,45,52,85,88,57,32",240,130,39,0.5,0.3,MEDIUM,3.434980630874634
1005,996,"3,74,43,45,79,52,32",240,120,36,0.5,0.3,HIGH,3.324007034301758
1008,994,"69,45,15,52,55,57,59",240,130,39,0.5,0.3,LOW,3.3892288208007812
1005,996,"69,45,22,57,59,63",240,120,36,0.5,0.3,MEDIUM,3.167736053466797
1008,996,"1,40,45,79,15,82,52",240,110,33,0.5,0.3,HIGH,3.132831335067749
1008,996,"1,74,45,77,79,52,22,30",240,120,36,0.5,0.3,LOW,3.1418063640594482
1005,997,"100,43,77,83,52,85,57",240,110,33,0.5,0.3,MEDIUM,3.310647964477539
1008,996,"1,100,43,45,79,15,83,22,30",240,110,33,0.5,0.3,LOW,3.410348415374756
1008,997,"1,12,15,17,30",240,100,30,0.5,0.3,MEDIUM,3.1985623836517334
1005,997,"45,46,79,82,83,52,85,57,32",240,100,30,0.5,0.3,HIGH,3.4123432636260986
1005,997,"3,77,79,15,83,85,57",240,100,30,0.5,0.3,LOW,3.269329309463501
1005,997,"1,74,15,85,92,95",240,90,27,0.5,0.3,MEDIUM,3.1257121562957764
1008,996,"74,43,77,15,79,84,55,32",240,90,27,0.5,0.3,HIGH,3.189894914627075
1005,996,"74,15,79,84,52,23,32",240,90,27,0.5,0.3,LOW,3.3314874172210693
1005,994,"1,15,82,52,85,22,88",240,80,24,0.5,0.3,HIGH,3.3314871788024902
1002,990,"1,9,74,43,45,15,82,52",240,80,24,0.5,0.3,LOW,2.9945108890533447
1011,996,"1,69,74,45,15,82,84,52,85",240,80,24,0.5,0.3,MEDIUM,3.1780688762664795
1008,996,"1,77,15,45,52,59",240,70,21,0.5,0.3,MEDIUM,3.0115160942077637
1008,996,"1,45,15,17,82,83,32",240,70,21,0.5,0.3,LOW,3.0041840076446533
1008,997,"69,73,74,43,45,15,83",240,70,21,0.5,0.3,HIGH,3.4633071422576904
1008,995,"69,77,45,79,15,82,85,57,30",240,60,18,0.5,0.3,HIGH,3.064976930618286
1002,995,"9,17,59,15",240,60,18,0.5,0.3,MEDIUM,3.1567304134368896
1008,996,"69,71,74,43,45,79,83,85,55",240,60,18,0.5,0.3,LOW,3.186228036880493
1005,989,"45,15,52,22,57,59,30,32",240,50,15,0.5,0.3,HIGH,3.3078956604003906
1005,995,"1,3,45,84,85,30",240,50,15,0.5,0.3,MEDIUM,3.0708160400390625
1008,996,"1,74,15,62,22,57,30,32",240,50,15,0.5,0.3,LOW,3.0988283157348633
1008,997,"73,74,15,82,85,55,30",240,40,12,0.5,0.3,HIGH,3.4548773765563965
1008,997,"1,12,15,17,30",240,40,12,0.5,0.3,MEDIUM,3.321303129196167
1008,997,"1,71,74,15,79,17,85,92,52",240,40,12,0.5,0.3,LOW,3.0072708129882812
1005,994,"1,69,43,45,52,55,57",240,30,9,0.5,0.3,HIGH,3.3427681922912598
1005,991,"1,74,85,22,32,45,46,52",240,30,9,0.5,0.3,MEDIUM,3.6000311374664307
1005,993,"1,71,45,46,15,79,83,22",240,20,6,0.5,0.3,HIGH,3.2097017765045166
1005,997,"71,74,10,45,15,22,92",240,30,9,0.5,0.3,LOW,3.5977511405944824
1005,997,"71,45,15,82,53,55,96",240,20,6,0.5,0.3,MEDIUM,3.2964696884155273
1002,997,"1,12,16",240,10,3,0.5,0.3,HIGH,3.297269821166992
1005,992,"71,74,43,45,79,83,15,85,32,63",240,20,6,0.5,0.3,LOW,3.3871567249298096
1002,992,"1,68,15,79,82,85,22,32,96",240,10,3,0.5,0.3,MEDIUM,3.4407989978790283
1008,996,"1,6,74,43,45,79,15,83,85,32",240,10,3,0.5,0.3,LOW,3.4727118015289307
1011,996,"1,43,45,15,52,59,30,32",230,150,45,0.5,0.3,HIGH,2.770589828491211
1005,995,"43,45,15,79,52,85,86,96",230,150,45,0.5,0.3,MEDIUM,2.6439285278320312
1005,996,"71,7,74,45,79,85,55,57",230,150,45,0.5,0.3,LOW,2.600046396255493
1005,997,"1,74,15,79,82,85,24",230,140,42,0.5,0.3,HIGH,2.699779748916626
1005,997,"1,3,6,43,15,79,22",230,140,42,0.5,0.3,MEDIUM,3.024979591369629
1002,995,"73,74,79,85,22,92,30",230,140,42,0.5,0.3,LOW,2.896360158920288
1005,993,"1,15,79,17,83,85,22,43,45,57",230,130,39,0.5,0.3,HIGH,2.85248064994812
1008,997,"1,100,71,74,82,83,85,30",230,130,39,0.5,0.3,MEDIUM,2.8326823711395264
1005,996,"71,82,52,85,88,59",230,130,39,0.5,0.3,LOW,2.948422431945801
1008,997,"71,43,15,45,83,57,92,32",230,120,36,0.5,0.3,HIGH,2.766908645629883
1008,997,"1,6,43,45,15,52,57,30,32",230,120,36,0.5,0.3,MEDIUM,2.811776876449585
1005,996,"77,79,17,85,30",230,120,36,0.5,0.3,LOW,2.73403000831604
1008,997,"71,7,45,15,83",230,110,33,0.5,0.3,HIGH,2.7748818397521973
1011,997,"1,74,43,45,15,82,83,85,96,32",230,110,33,0.5,0.3,MEDIUM,3.041168451309204
1011,995,"1,68,74,45,79,15,85,59,30",230,110,33,0.5,0.3,LOW,2.8984029293060303
1008,997,"1,43,15,17,52,22,92",230,100,30,0.5,0.3,MEDIUM,2.9088358879089355
1005,997,"68,100,71,79,15,52,57,30",230,100,30,0.5,0.3,HIGH,3.079453229904175
1008,997,"72,74,43,45,85,30,96",230,100,30,0.5,0.3,LOW,3.0345842838287354
1005,997,"1,15,84,90",230,90,27,0.5,0.3,HIGH,3.0475893020629883
1005,996,"74,43,45,15,83,92,62",230,90,27,0.5,0.3,MEDIUM,3.1035475730895996
1005,997,"98,100,43,45,77,15,85",230,80,24,0.5,0.3,HIGH,2.912059783935547
1008,996,"1,45,83,52,22,57,32",230,90,27,0.5,0.3,LOW,3.004058361053467
1002,997,"57,3,45,7",230,80,24,0.5,0.3,LOW,2.87884259223938
1002,995,"74,43,15,82,52,23,57,32",230,80,24,0.5,0.3,MEDIUM,3.1302428245544434
1008,996,"74,15,83,85,91,45,52,55",230,70,21,0.5,0.3,HIGH,2.97996187210083
1008,997,"1,71,74,45,52,59,92,32",230,70,21,0.5,0.3,MEDIUM,3.04472017288208
1005,997,"100,73,43,45,52,22",230,70,21,0.5,0.3,LOW,3.2540552616119385
1005,997,"68,71,82,84,85,52,55",230,60,18,0.5,0.3,MEDIUM,2.974311590194702
1002,995,"1,9,74,30,96",230,60,18,0.5,0.3,HIGH,3.161100149154663
1008,995,"45,83,85,55,57,59,96",230,60,18,0.5,0.3,LOW,3.1518449783325195
1005,994,"1,74,45,17,85,59",230,50,15,0.5,0.3,HIGH,3.1946356296539307
1005,995,"1,7,43,15,22",230,50,15,0.5,0.3,MEDIUM,2.960862874984741
1008,994,"69,15,85,22,55,30",230,50,15,0.5,0.3,LOW,3.149324655532837
1002,994,"1,6,43,15,17,57",230,40,12,0.5,0.3,MEDIUM,3.037706136703491
1008,997,"1,6,45,15,22,57,59,30",230,40,12,0.5,0.3,HIGH,3.406520366668701
1008,994,"1,71,74,43,45,15,82,55",230,40,12,0.5,0.3,LOW,3.1324522495269775
1005,997,"69,7,63",230,30,9,0.5,0.3,HIGH,3.268629312515259
1008,995,"1,71,77,79,83,52,85",230,30,9,0.5,0.3,MEDIUM,3.219897747039795
