PROFIT,WEIGHT,ITEMS,NB_GENERATION,NB_POPULATION,NB_BEST,PROBA_CROSSOVER,PROBA_MUTATION,TYPE_INIT_POP,TIME_EXECUTION
2231,2231,"34,676,708,794,158",300,70,600,0.5,0.3,MEDIUM,0.11569046974182129
970,970,825,300,70,600,0.5,0.3,LOW,0.10372281074523926
4379,4435,"486,457,681,235,530,888,218,891",300,70,600,0.5,0.3,HIGH,0.12765860557556152
2155,2239,"521,554,280,604,351",300,70,550,0.5,0.3,MEDIUM,0.11070370674133301
970,970,238,300,70,550,0.5,0.3,LOW,0.10671472549438477
4438,4536,"385,840,845,846,655,530,149,983,888,317",300,70,550,0.5,0.3,HIGH,0.11668801307678223
970,970,381,300,70,500,0.5,0.3,LOW,0.10172772407531738
2134,2134,"945,971,663",300,70,500,0.5,0.3,MEDIUM,0.11070132255554199
4438,4536,"392,970,748,334,495,849,82,986,763,448",300,70,500,0.5,0.3,HIGH,0.12466645240783691
2155,2239,"985,298,182,360",300,70,450,0.5,0.3,MEDIUM,0.09973335266113281
970,970,692,300,70,450,0.5,0.3,LOW,0.10272502899169922
4393,4505,"266,480,301,690,981,735,448",300,70,450,0.5,0.3,HIGH,0.12466645240783691
4379,4435,"577,546,453,426,619,316,440,924",300,70,400,0.5,0.3,HIGH,0.10172796249389648
2162,2274,"845,206,623,312,473",300,70,400,0.5,0.3,MEDIUM,0.10372233390808105
970,970,791,300,70,400,0.5,0.3,LOW,0.10571694374084473
4438,4536,"999,586,330,490,557,110,495,695,799",300,70,350,0.5,0.3,HIGH,0.10671472549438477
2231,2231,"633,737,428",300,70,350,0.5,0.3,MEDIUM,0.10272502899169922
970,970,935,300,70,350,0.5,0.3,LOW,0.10372233390808105
4286,4552,"2,389,137,145,409,926,670,419,165,167,307,53,827,708,198,75,334,850,84,341,992,871,489,105,491,620,751,256",300,90,200,0.5,0.3,LOW,9.423796892166138
2162,2274,"201,933,255,904",300,70,300,0.5,0.3,MEDIUM,0.09175467491149902
970,970,842,300,70,300,0.5,0.3,LOW,0.08776545524597168
4372,4400,"3,163,295,809,603,989,702",300,70,300,0.5,0.3,HIGH,0.12267231941223145
4165,4529,"389,397,792,926,675,803,555,690,435,312,317,448,325,329,721,850,727,344,350,734,226,876,626,756,373,375",300,80,200,0.5,0.3,HIGH,9.333039045333862
4400,4540,"578,163,841,875,942,815,334,179,982,375,504,571,158",300,80,200,0.5,0.3,MEDIUM,10.08702301979065
4075,4467,"773,520,789,538,156,675,567,185,827,831,576,709,582,850,213,90,608,378,506,761,631,256",300,70,250,0.5,0.3,HIGH,5.86013388633728
4400,4540,"194,812,687,753,17,533,408",300,60,950,0.5,0.3,HIGH,0.11475944519042969
2238,2266,"450,557,114,606,63",300,60,950,0.5,0.3,MEDIUM,0.0967404842376709
4324,4548,"520,137,397,655,656,920,792,793,798,678,939,811,942,708,837,582,966,840,596,92,998,234,492,876",300,70,250,0.5,0.3,MEDIUM,6.115854024887085
970,970,991,300,60,950,0.5,0.3,LOW,0.0712442398071289
4248,4556,"388,455,554,337,625,983,59,988,862,991",300,70,250,0.5,0.3,LOW,6.2007246017456055
4476,4532,"737,297,393,812,173,527,239,31",300,60,900,0.5,0.3,HIGH,0.10384416580200195
2079,2247,"170,732,970,450",300,60,900,0.5,0.3,MEDIUM,0.09785842895507812
970,970,390,300,60,900,0.5,0.3,LOW,0.08289813995361328
4438,4536,"291,874,108,813,887,446,31",300,60,850,0.5,0.3,HIGH,0.09793925285339355
2200,2270,"1,562,140,473",300,60,850,0.5,0.3,MEDIUM,0.09997797012329102
970,970,174,300,60,850,0.5,0.3,LOW,0.07305073738098145
4379,4435,"803,581,622,951,504,250,735",300,60,800,0.5,0.3,HIGH,0.08839273452758789
2193,2235,"226,687,820,988,61,606",300,60,800,0.5,0.3,MEDIUM,0.0953819751739502
970,970,713,300,60,800,0.5,0.3,LOW,0.08344769477844238
4355,4509,"162,848,851,436,755,598,311,886,247,699,190,896",300,60,750,0.5,0.3,HIGH,0.09787750244140625
970,970,298,300,60,750,0.5,0.3,LOW,0.0788419246673584
2072,2212,"919,344,473,727,445,989",300,60,750,0.5,0.3,MEDIUM,0.1048741340637207
4438,4536,"97,2,419,227,424,815,465,55,765",300,60,700,0.5,0.3,HIGH,0.1078331470489502
2162,2274,"697,530,747,414",300,60,700,0.5,0.3,MEDIUM,0.10592341423034668
970,970,577,300,60,700,0.5,0.3,LOW,0.09084200859069824
4372,4400,"99,362,524,79,721,857,219,992",300,60,650,0.5,0.3,HIGH,0.0849003791809082
970,970,737,300,60,650,0.5,0.3,LOW,0.07983040809631348
2200,2270,"585,701,896",300,60,650,0.5,0.3,MEDIUM,0.09785723686218262
4317,4513,"995,133,488,938,844,589,982,599,736",300,60,600,0.5,0.3,HIGH,0.08389639854431152
2162,2274,"331,629,550,936",300,60,600,0.5,0.3,MEDIUM,0.09686160087585449
970,970,201,300,60,600,0.5,0.3,LOW,0.09079551696777344
4324,4548,"930,931,867,549,501,696,604,735",300,60,550,0.5,0.3,HIGH,0.09688186645507812
970,970,874,300,60,550,0.5,0.3,LOW,0.0808863639831543
2238,2266,"717,142,944,800,670,160",300,60,550,0.5,0.3,MEDIUM,0.10494875907897949
2238,2266,"441,50,995,816",300,60,500,0.5,0.3,MEDIUM,0.08091950416564941
4355,4509,"674,440,520,766,555,973,244,151,535,222,415",300,60,500,0.5,0.3,HIGH,0.10788130760192871
970,970,201,300,60,500,0.5,0.3,LOW,0.08290863037109375
4438,4536,"581,423,75,237,45,721,251,510,896",300,60,450,0.5,0.3,HIGH,0.0958251953125
970,970,457,300,60,450,0.5,0.3,LOW,0.08178162574768066
2231,2231,"237,111,480",300,60,450,0.5,0.3,MEDIUM,0.09080648422241211
970,970,174,300,60,400,0.5,0.3,LOW,0.08377575874328613
4393,4505,"418,453,681,846,341,822,440,442,253",300,60,400,0.5,0.3,HIGH,0.10489821434020996
2186,2200,"529,554,811,718",300,60,400,0.5,0.3,MEDIUM,0.10888075828552246
4400,4540,"354,387,260,71,232,425,711,874,140,142,858",300,60,350,0.5,0.3,HIGH,0.08295011520385742
970,970,479,300,60,350,0.5,0.3,LOW,0.08994388580322266
2089,2103,"874,763,75,256",300,60,350,0.5,0.3,MEDIUM,0.09896659851074219
4324,4548,"74,760,627,534,567,887,697,762,759,286",300,60,300,0.5,0.3,HIGH,0.1029512882232666
970,970,250,300,60,300,0.5,0.3,LOW,0.07583355903625488
2162,2274,"458,84,285,813",300,60,300,0.5,0.3,MEDIUM,0.08285760879516602
4286,4552,"397,811,555,942,690,565,566,185,319,322,966,847,721,220,352,876,754,375,503",300,80,200,0.5,0.3,LOW,10.467674016952515
4286,4552,"967,169,715,876,911,977,755,919,923,444,701,639",300,70,200,0.5,0.3,HIGH,9.944074392318726
4279,4517,"388,145,156,35,163,53,566,582,329,202,77,334,341,90,479,223,369,120",300,60,250,0.5,0.3,HIGH,5.689162969589233
4158,4494,"769,514,389,392,520,655,656,786,789,538,666,675,39,811,939,178,565,831,576,191,582,723,596,982,470,223,228,741,231,489,876,503,631",300,60,250,0.5,0.3,LOW,5.785865783691406
4372,4400,"65,227,454,424,749,465,565,250,736",300,50,950,0.5,0.3,HIGH,0.07978677749633789
4241,4521,"777,145,675,165,426,46,690,831,708,584,329,341,981,470,727,226,231,755,887",300,70,200,0.5,0.3,MEDIUM,10.660659551620483
4400,4540,"961,34,811,207,239,658,373,886,341,758,92,256",300,60,250,0.5,0.3,MEDIUM,5.907810926437378
2238,2266,"129,453,812,625,982",300,50,950,0.5,0.3,MEDIUM,0.06903433799743652
970,970,821,300,50,950,0.5,0.3,LOW,0.05688214302062988
4279,4517,"772,233,784,913,437,281,380,157",300,50,900,0.5,0.3,HIGH,0.06590962409973145
2231,2231,"521,60,95",300,50,900,0.5,0.3,MEDIUM,0.07388758659362793
970,970,244,300,50,900,0.5,0.3,LOW,0.06790590286254883
4400,4540,"161,578,291,163,766,879,409,890,925,926",300,50,850,0.5,0.3,HIGH,0.08186054229736328
970,970,24,300,50,850,0.5,0.3,LOW,0.053899288177490234
2134,2134,"28,404,991",300,50,850,0.5,0.3,MEDIUM,0.08198738098144531
2238,2266,"321,610,419,338,948",300,50,800,0.5,0.3,MEDIUM,0.06400465965270996
4431,4501,"458,976,148,473,122,960",300,50,800,0.5,0.3,HIGH,0.0869438648223877
970,970,736,300,50,800,0.5,0.3,LOW,0.06499338150024414
4462,4462,"3,68,231,264,366,48,465,94,991",300,50,750,0.5,0.3,HIGH,0.07696056365966797
970,970,692,300,50,750,0.5,0.3,LOW,0.0608367919921875
2231,2231,"481,326,717,205,858",300,50,750,0.5,0.3,MEDIUM,0.08394169807434082
4393,4505,"514,451,772,458,971,907,848,253,288",300,50,700,0.5,0.3,HIGH,0.05989575386047363
873,873,645,300,50,700,0.5,0.3,LOW,0.07081055641174316
2231,2231,"890,291,838",300,50,700,0.5,0.3,MEDIUM,0.08287715911865234
4438,4536,"577,837,838,939,907,689,305,244,215,953",300,50,650,0.5,0.3,HIGH,0.06699228286743164
2231,2231,"954,428,381",300,50,650,0.5,0.3,MEDIUM,0.06399893760681152
970,970,390,300,50,650,0.5,0.3,LOW,0.07201337814331055
4462,4462,"642,485,902,237,54,855,345,570",300,50,600,0.5,0.3,HIGH,0.08189535140991211
2148,2204,"753,203,212,773",300,50,600,0.5,0.3,MEDIUM,0.07299208641052246
970,970,279,300,50,600,0.5,0.3,LOW,0.07193112373352051
970,970,457,300,50,550,0.5,0.3,LOW,0.05285811424255371
4203,4525,"610,772,613,488,329,367,468,885,472,570,924,543",300,50,550,0.5,0.3,HIGH,0.08792710304260254
2238,2266,"198,892,797,255,992",300,50,550,0.5,0.3,MEDIUM,0.0849149227142334
4324,4548,"321,547,451,36,458,907,620,849,510",300,50,500,0.5,0.3,HIGH,0.06591463088989258
970,970,735,300,50,500,0.5,0.3,LOW,0.06992793083190918
2231,2231,"825,187,942,945",300,50,500,0.5,0.3,MEDIUM,0.08393049240112305
4324,4548,"162,228,933,447,229,112,602,922,863,576",300,50,450,0.5,0.3,HIGH,0.05405735969543457
970,970,713,300,50,450,0.5,0.3,LOW,0.061928749084472656
2134,2134,"187,836,6,391",300,50,450,0.5,0.3,MEDIUM,0.07987856864929199
4400,4540,"140,781,270,886,759,697,796",300,50,400,0.5,0.3,HIGH,0.08202147483825684
2162,2274,"68,325,528,887,862",300,50,400,0.5,0.3,MEDIUM,0.07903671264648438
970,970,234,300,50,400,0.5,0.3,LOW,0.06906294822692871
4227,4451,"385,418,874,430,789,758,728,443,477",300,50,350,0.5,0.3,HIGH,0.07210111618041992
2231,2231,"874,6,335",300,50,350,0.5,0.3,MEDIUM,0.07308411598205566
970,970,249,300,50,350,0.5,0.3,LOW,0.06909465789794922
4476,4532,"481,581,279,762,283,316,702",300,50,300,0.5,0.3,HIGH,0.07579660415649414
970,970,816,300,50,300,0.5,0.3,LOW,0.04488205909729004
2231,2231,"249,234,598",300,50,300,0.5,0.3,MEDIUM,0.0838155746459961
4248,4556,"129,769,262,655,151,409,922,39,435,312,329,334,341,223,352,105,235,629,256",300,70,200,0.5,0.3,LOW,10.792241096496582
4203,4525,"769,513,647,520,911,656,530,532,789,792,154,156,288,675,165,934,167,938,435,312,827,578,840,723,983,344,500,758,375",300,60,200,0.5,0.3,HIGH,10.51767373085022
4286,4552,"226,9,973,45,979,728,186,316,30",300,50,250,0.5,0.3,MEDIUM,6.0761802196502686
4286,4552,"995,644,677,934,231,708,489,681,237,878,943,529,755,151,379",300,50,250,0.5,0.3,HIGH,6.087191104888916
4241,4521,"706,931,418,360,75,172,404,599,857,895",300,40,950,0.5,0.3,HIGH,0.05926346778869629
2193,2235,"626,268,606,175",300,40,950,0.5,0.3,MEDIUM,0.05390286445617676
970,970,890,300,40,950,0.5,0.3,LOW,0.03789830207824707
4393,4505,"833,930,419,900,776,329,397,527,122,926,192",300,40,900,0.5,0.3,HIGH,0.04488015174865723
4241,4521,"8,780,667,544,36,934,684,942,946,831,967,982,733,866,744,105",300,60,200,0.5,0.3,MEDIUM,10.646860361099243
2134,2134,"44,253,743",300,40,900,0.5,0.3,MEDIUM,0.04886937141418457
4248,4556,"769,906,397,655,789,920,536,157,801,295,167,942,818,690,948,708,847,977,734,354,232,491,876,748,754,755,886,758,895",300,50,250,0.5,0.3,LOW,6.322988748550415
4348,4474,"289,321,154,740,744,395,945,569,794",300,40,850,0.5,0.3,HIGH,0.04787182807922363
970,970,816,300,40,900,0.5,0.3,LOW,0.04787111282348633
2231,2231,"321,874,653,503",300,40,850,0.5,0.3,MEDIUM,0.046875
970,970,577,300,40,850,0.5,0.3,LOW,0.042885541915893555
4251,4377,"930,840,269,404,821,662,635,989,544",300,40,800,0.5,0.3,HIGH,0.0608372688293457
2231,2231,"201,862,952",300,40,800,0.5,0.3,MEDIUM,0.05884242057800293
970,970,238,300,40,800,0.5,0.3,LOW,0.052858591079711914
4272,4482,"321,931,743,268,399,465,50,630,316",300,40,750,0.5,0.3,HIGH,0.05884218215942383
970,970,736,300,40,750,0.5,0.3,LOW,0.041887760162353516
2079,2247,"739,324,453,805,454,524",300,40,750,0.5,0.3,MEDIUM,0.06382989883422852
2231,2231,"626,44,104",300,40,700,0.5,0.3,MEDIUM,0.039893150329589844
4462,4462,"545,291,147,659,856,92,733",300,40,700,0.5,0.3,HIGH,0.050864219665527344
970,970,577,300,40,700,0.5,0.3,LOW,0.05086398124694824
4379,4435,"390,135,746,814,689,925,95",300,40,650,0.5,0.3,HIGH,0.054853200912475586
2231,2231,"305,516,4",300,40,650,0.5,0.3,MEDIUM,0.0608370304107666
970,970,250,300,40,650,0.5,0.3,LOW,0.05086350440979004
970,970,244,300,40,600,0.5,0.3,LOW,0.04089236259460449
4462,4462,"398,175,753,275,122,892,510",300,40,600,0.5,0.3,HIGH,0.06083869934082031
2231,2231,"385,867,295,368",300,40,600,0.5,0.3,MEDIUM,0.05585026741027832
4303,4443,"228,456,234,815,754,883,21",300,40,550,0.5,0.3,HIGH,0.04587697982788086
970,970,961,300,40,550,0.5,0.3,LOW,0.03690075874328613
2134,2134,"193,404,944",300,40,550,0.5,0.3,MEDIUM,0.058931827545166016
4365,4365,"226,479,486,942,784,314,890",300,40,500,0.5,0.3,HIGH,0.04297471046447754
2141,2169,"171,131,845,560",300,40,500,0.5,0.3,MEDIUM,0.054976463317871094
776,776,859,300,40,500,0.5,0.3,LOW,0.051979780197143555
4362,4544,"201,779,203,814,151,888,25,316",300,40,450,0.5,0.3,HIGH,0.06295084953308105
2141,2169,"867,77,527,50,435,894",300,40,450,0.5,0.3,MEDIUM,0.057924747467041016
970,970,362,300,40,450,0.5,0.3,LOW,0.05094432830810547
4476,4532,"929,741,936,538,821,182,890,572",300,40,400,0.5,0.3,HIGH,0.05892300605773926
2110,2208,"165,552,75,179,500,281,731",300,40,400,0.5,0.3,MEDIUM,0.05091047286987305
873,873,448,300,40,400,0.5,0.3,LOW,0.05091261863708496
4400,4540,"3,387,265,336,120,313,954,155,894",300,40,350,0.5,0.3,HIGH,0.044054508209228516
2231,2231,"721,188,981",300,40,350,0.5,0.3,MEDIUM,0.054085731506347656
970,970,158,300,40,350,0.5,0.3,LOW,0.0530855655670166
2231,2231,"617,17,54,574",300,40,300,0.5,0.3,MEDIUM,0.0468745231628418
4223,4237,"164,965,486,851,244,179,119,377",300,40,300,0.5,0.3,HIGH,0.06193733215332031
970,970,821,300,40,300,0.5,0.3,LOW,0.0518946647644043
4286,4552,"705,769,585,715,154,156,734,671,607,54,631,503,185,183,507",300,60,200,0.5,0.3,LOW,10.657183408737183
4165,4529,"131,655,151,919,409,926,35,39,943,949,566,53,199,329,202,92,604,608,489",300,40,250,0.5,0.3,MEDIUM,5.658940315246582
4248,4556,"769,265,785,145,151,156,802,939,836,454,582,840,202,76,84,90,734,352,355,228,870,231,748,367,377",300,40,250,0.5,0.3,HIGH,5.97878885269165
4279,4517,"322,995,998,584,491,140,653,75,977,786,980,982,854,472,447,256",300,50,200,0.5,0.3,HIGH,10.886183738708496
4324,4548,"741,294,1000,488,48,144,626,629,438,760,861",300,30,950,0.5,0.3,HIGH,0.041887760162353516
2193,2235,"609,355,651,886,382,575",300,30,950,0.5,0.3,MEDIUM,0.03914618492126465
970,970,701,300,30,950,0.5,0.3,LOW,0.03390932083129883
4127,4533,"577,35,27,389,550,264,813,335,463,753,49,727,632",300,40,250,0.5,0.3,LOW,6.277313470840454
4431,4501,"614,395,912,146,595,630,120,604,383,512",300,30,900,0.5,0.3,HIGH,0.03000617027282715
2072,2212,"543,893,721,213,605,159",300,30,900,0.5,0.3,MEDIUM,0.03903651237487793
970,970,890,300,30,900,0.5,0.3,LOW,0.037953853607177734
4334,4404,"6,390,394,844,782,438,413",300,30,850,0.5,0.3,HIGH,0.038077592849731445
2231,2231,"842,733,495",300,30,850,0.5,0.3,MEDIUM,0.033091068267822266
4424,4466,"418,626,212,757,214,92,893,990",300,30,800,0.5,0.3,HIGH,0.0249330997467041
873,873,112,300,30,850,0.5,0.3,LOW,0.0369563102722168
2231,2231,"99,692,432",300,30,800,0.5,0.3,MEDIUM,0.029097557067871094
970,970,244,300,30,800,0.5,0.3,LOW,0.03512167930603027
4310,4478,"452,900,614,430,48,210,787,122,926",300,30,750,0.5,0.3,HIGH,0.04292607307434082
2231,2231,"314,212,936",300,30,750,0.5,0.3,MEDIUM,0.04093050956726074
970,970,736,300,30,750,0.5,0.3,LOW,0.03104996681213379
4438,4536,"1,450,614,939,877,397,590,366,248,859,572",300,30,700,0.5,0.3,HIGH,0.0409390926361084
2103,2173,"610,970,267,846,48",300,30,700,0.5,0.3,MEDIUM,0.04304790496826172
970,970,309,300,30,700,0.5,0.3,LOW,0.034122467041015625
4438,4536,"450,965,646,649,237,527,310",300,30,650,0.5,0.3,HIGH,0.02598118782043457
2034,2216,"525,816,63,216",300,30,650,0.5,0.3,MEDIUM,0.03907346725463867
970,970,991,300,30,650,0.5,0.3,LOW,0.03513622283935547
2231,2231,"450,484,746,490,76,157",300,30,600,0.5,0.3,MEDIUM,0.029919862747192383
4265,4447,"933,233,569,237,943,722,115,249",300,30,600,0.5,0.3,HIGH,0.04089045524597168
970,970,692,300,30,600,0.5,0.3,LOW,0.031012535095214844
4341,4439,"387,867,742,72,45,113,790,247,794,62",300,30,550,0.5,0.3,HIGH,0.0339508056640625
2148,2204,"149,244,885",300,30,550,0.5,0.3,MEDIUM,0.02503800392150879
970,970,801,300,30,550,0.5,0.3,LOW,0.03306245803833008
4462,4462,"3,356,6,208,338,887",300,30,500,0.5,0.3,HIGH,0.04093670845031738
2141,2169,"487,200,942,50,187,893",300,30,500,0.5,0.3,MEDIUM,0.03992772102355957
970,970,991,300,30,500,0.5,0.3,LOW,0.03298807144165039
4355,4509,"482,386,613,848,534,762,538,60,925",300,30,450,0.5,0.3,HIGH,0.03989291191101074
2200,2270,"354,519,557,83,502,190,542",300,30,450,0.5,0.3,MEDIUM,0.038031578063964844
970,970,129,300,30,450,0.5,0.3,LOW,0.037096500396728516
4431,4501,"900,197,361,585,397,882,505,800",300,30,400,0.5,0.3,HIGH,0.04288506507873535
2238,2266,"136,394,662,441,92,735",300,30,400,0.5,0.3,MEDIUM,0.04089069366455078
970,970,735,300,30,400,0.5,0.3,LOW,0.03510713577270508
4400,4540,"130,293,294,264,329,200,936,432,345,699",300,30,350,0.5,0.3,HIGH,0.042172908782958984
2134,2134,"833,339,227,888",300,30,350,0.5,0.3,MEDIUM,0.033953189849853516
873,873,659,300,30,350,0.5,0.3,LOW,0.03798103332519531
4182,4420,"4,455,203,48,502,663,57,667,124",300,30,300,0.5,0.3,HIGH,0.043018341064453125
2079,2247,"745,723,989,752",300,30,300,0.5,0.3,MEDIUM,0.040941476821899414
970,970,446,300,30,300,0.5,0.3,LOW,0.03403019905090332
4317,4513,"715,555,429,558,792,529,721,948,981,53,247,635,507,861",300,50,200,0.5,0.3,MEDIUM,9.917975425720215
4324,4548,"769,321,35,322,421,91,587,77,977,850,758,702,191",300,50,200,0.5,0.3,LOW,10.072356224060059
4196,4490,"659,788,151,538,287,32,165,429,50,52,185,965,202,596,856,860,350,607,355,484,487,491,375,247",300,40,200,0.5,0.3,HIGH,9.73819875717163
4165,4529,"902,942,816,177,562,755,948,927,310,57,923,926,287",300,30,250,0.5,0.3,HIGH,5.448507308959961
4165,4529,"578,165,262,325,38,606,114,596,53,886,213,249,604,286",300,30,250,0.5,0.3,LOW,5.322139263153076
4324,4548,"457,271,17,466,630,58,443,479",300,20,950,0.5,0.3,HIGH,0.023988723754882812
4324,4548,"769,392,137,395,536,156,39,942,831,578,715,721,988,616,232,754,503,762,764",300,30,250,0.5,0.3,MEDIUM,5.802950143814087
2193,2235,"418,997,941,916,473",300,20,950,0.5,0.3,MEDIUM,0.022005796432495117
970,970,849,300,20,950,0.5,0.3,LOW,0.02004241943359375
4348,4474,"962,900,238,349,598,536,443,413,672",300,20,900,0.5,0.3,HIGH,0.022986173629760742
2231,2231,"801,836,239,544",300,20,900,0.5,0.3,MEDIUM,0.022986888885498047
970,970,457,300,20,900,0.5,0.3,LOW,0.02194070816040039
4251,4377,"737,936,840,51,822,407,988,382",300,20,850,0.5,0.3,HIGH,0.02293872833251953
2200,2270,"284,205,158,856",300,20,850,0.5,0.3,MEDIUM,0.024986743927001953
970,970,437,300,20,850,0.5,0.3,LOW,0.02293872833251953
4355,4509,"707,291,740,388,5,79,368,469,441,700,797,190",300,20,800,0.5,0.3,HIGH,0.023972034454345703
2193,2235,"708,709,902,652,460,623,401",300,20,800,0.5,0.3,MEDIUM,0.02297520637512207
970,970,174,300,20,800,0.5,0.3,LOW,0.016039609909057617
4424,4466,"419,708,295,851,87,475,158,864",300,20,750,0.5,0.3,HIGH,0.021108388900756836
776,776,278,300,20,750,0.5,0.3,LOW,0.011968135833740234
2148,2204,"197,12,142,659,794",300,20,750,0.5,0.3,MEDIUM,0.021025657653808594
2041,2251,"258,203,76,141,818,566,151",300,20,700,0.5,0.3,MEDIUM,0.016996383666992188
4372,4400,"65,545,900,906,718,110,762,733",300,20,700,0.5,0.3,HIGH,0.024974346160888672
970,970,129,300,20,700,0.5,0.3,LOW,0.018949031829833984
4462,4462,"642,772,782,849,244,53,151",300,20,650,0.5,0.3,HIGH,0.019946575164794922
2162,2274,"481,515,140,13,635,670",300,20,650,0.5,0.3,MEDIUM,0.01902604103088379
873,873,505,300,20,650,0.5,0.3,LOW,0.022979021072387695
4258,4412,"674,194,518,171,747,239,560,177,469,503",300,20,600,0.5,0.3,HIGH,0.023004770278930664
2148,2204,"801,395,402,595,597",300,20,600,0.5,0.3,MEDIUM,0.024048328399658203
873,873,554,300,20,600,0.5,0.3,LOW,0.018995285034179688
4241,4521,"103,873,490,848,753,786,339,496,661,443",300,20,550,0.5,0.3,HIGH,0.025014638900756836
2238,2266,"161,361,781,625,794",300,20,550,0.5,0.3,MEDIUM,0.023056507110595703
873,873,673,300,20,550,0.5,0.3,LOW,0.021016359329223633
4324,4548,"995,935,139,109,434,19,117,406,379",300,20,500,0.5,0.3,HIGH,0.023047685623168945
2079,2247,"481,647,80,816,992",300,20,500,0.5,0.3,MEDIUM,0.023935794830322266
970,970,577,300,20,500,0.5,0.3,LOW,0.02097606658935547
4196,4490,"930,962,391,298,333,81,722,630",300,20,450,0.5,0.3,HIGH,0.024008512496948242
2089,2103,"964,587,758,503,345,986,156",300,20,450,0.5,0.3,MEDIUM,0.021983623504638672
970,970,17,300,20,450,0.5,0.3,LOW,0.02105236053466797
4379,4435,"99,485,170,565,630,540,671,800",300,20,400,0.5,0.3,HIGH,0.023087263107299805
2141,2169,"961,461,14,480",300,20,400,0.5,0.3,MEDIUM,0.022978782653808594
970,970,735,300,20,400,0.5,0.3,LOW,0.020975589752197266
2231,2231,"453,519,722,599,761",300,20,350,0.5,0.3,MEDIUM,0.018997669219970703
4206,4346,"419,709,263,330,171,908,467,278,310",300,20,350,0.5,0.3,HIGH,0.025013446807861328
970,970,849,300,20,350,0.5,0.3,LOW,0.023096799850463867
4241,4521,"769,165,294,397,174,726,374,151,281,23,255",300,20,300,0.5,0.3,HIGH,0.024094820022583008
970,970,249,300,20,300,0.5,0.3,LOW,0.016954421997070312
2155,2239,"848,48,662,152,345,988",300,20,300,0.5,0.3,MEDIUM,0.02398395538330078
4248,4556,"4,397,536,154,35,676,165,171,182,827,196,988,484,744,621,366,256",300,40,200,0.5,0.3,MEDIUM,9.719985961914062
4286,4552,"647,455,970,977,659,598,344,90,154,734,231,112,500,59,893,576",300,40,200,0.5,0.3,LOW,9.723323345184326
4248,4556,"834,708,965,359,647,167,876,879,177,310,761,538,990",300,20,250,0.5,0.3,MEDIUM,4.811044454574585
4286,4552,"673,163,256,934,519,488,911,690,51,179,435,243,827,191,895,544",300,20,250,0.5,0.3,HIGH,5.1022515296936035
4286,4552,"514,14,655,795,156,926,542,288,160,934,809,684,811,566,578,708,837,73,591,592,596,228,741,616,748,754",300,30,200,0.5,0.3,HIGH,9.487500190734863
4165,4529,"129,680,650,686,976,723,211,348,350",300,10,950,0.5,0.3,HIGH,0.01196742057800293
2238,2266,"314,110,666,622",300,10,950,0.5,0.3,MEDIUM,0.011967897415161133
679,679,253,300,10,950,0.5,0.3,LOW,0.009972810745239258
4341,4439,"524,557,750,271,945,279,859",300,10,900,0.5,0.3,HIGH,0.007978677749633789
2103,2173,"233,692,424",300,10,900,0.5,0.3,MEDIUM,0.010970354080200195
970,970,995,300,10,900,0.5,0.3,LOW,0.011967897415161133
4161,4315,"933,294,718,400,792,668,669,736",300,10,850,0.5,0.3,HIGH,0.006981372833251953
2034,2216,"226,203,171,688,826",300,10,850,0.5,0.3,MEDIUM,0.010970592498779297
970,970,129,300,10,850,0.5,0.3,LOW,0.010970830917358398
4168,4350,"866,963,521,554,754,883,278,923,608",300,10,800,0.5,0.3,HIGH,0.010970592498779297
2117,2243,"546,42,77,14,943,857,350,288",300,10,800,0.5,0.3,MEDIUM,0.011968135833740234
520,660,972,300,10,800,0.5,0.3,LOW,0.0109710693359375
4324,4548,"578,68,485,389,903,747,590,47,689,309,576",300,10,750,0.5,0.3,HIGH,0.011968135833740234
2231,2231,"338,869,565,496",300,10,750,0.5,0.3,MEDIUM,0.010970592498779297
873,873,285,300,10,750,0.5,0.3,LOW,0.010970354080200195
4355,4509,"961,521,10,312,408,58,989,190,512",300,10,700,0.5,0.3,HIGH,0.011967658996582031
2155,2239,"835,924,174,31",300,10,700,0.5,0.3,MEDIUM,0.010970354080200195
970,970,867,300,10,700,0.5,0.3,LOW,0.010970354080200195
4227,4451,"161,482,804,11,17,882,91,189",300,10,650,0.5,0.3,HIGH,0.011967182159423828
2155,2239,"899,260,977,19,663,503",300,10,650,0.5,0.3,MEDIUM,0.011968135833740234
873,873,726,300,10,650,0.5,0.3,LOW,0.010970592498779297
4393,4505,"450,104,620,558,981,470,60,701",300,10,600,0.5,0.3,HIGH,0.010970354080200195
1968,2080,"143,976,630,822,608",300,10,600,0.5,0.3,MEDIUM,0.009973764419555664
970,970,249,300,10,600,0.5,0.3,LOW,0.010970115661621094
4161,4315,"642,569,371,663,536,217,95,223",300,10,550,0.5,0.3,HIGH,0.010970830917358398
2186,2200,"545,931,616,971,378,986",300,10,550,0.5,0.3,MEDIUM,0.01196742057800293
416,528,901,300,10,550,0.5,0.3,LOW,0.008056640625
4265,4447,"2,647,71,459,188,910,755,285,728,601,828,349",300,10,500,0.5,0.3,HIGH,0.011017322540283203
2020,2146,"682,991,815",300,10,500,0.5,0.3,MEDIUM,0.011967658996582031
970,970,457,300,10,500,0.5,0.3,LOW,0.009058475494384766
4324,4548,"419,580,390,902,214,956,735",300,10,450,0.5,0.3,HIGH,0.011018514633178711
